Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mIFOR,avg mICRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
6927,0,LOC102040691,mRNA,NW_005054727.1:13948-135803,+,-,0,0,-3.321928095,0,0,0.613038615,0.759717342,no,0,0,0
2719,0,DLGAP1,mRNA,NW_005054305.1:39551-301174,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
7006,0,LOC102041160,mRNA,NW_005054308.1:6215457-6221833,+,-,0,0,-3.321928095,0,0,0.780197831,NA,no,0,0,0
650,-366,ARHGAP39,mRNA,NW_005054719.1:31585-125613,+,-,12,1,2.700439718,-3.659,3.659,0.01492982,0.068103121,no,1,1,0
7283,0,LOC102043157,mRNA,NW_005054518.1:822900-824236,-,-,0,0,-3.321928095,0,0,0.762617139,0.861901663,no,0,0,0
10905,187,OCSTAMP,mRNA,NW_005054337.1:3802267-3805968,+,-,2,5,1.807354922,1.867,1.867,0.242615819,0.43159661,no,0,1,0
10974,0,OSCP1,mRNA,NW_005054478.1:51275-62119,+,-,1,0,-1,-1.017,1.017,0.815320957,NA,no,0,1,0
1968,6,CMYA5,mRNA,NW_005054440.1:166787-212541,-,-,2,2,1,0.057,0.057,0.962297352,0.979179762,no,0,0,0
6556,-95,LOC102038458,mRNA,NW_005054360.1:1494483-1518790,+,-,4,2,1.584962501,-0.951,0.951,0.427661424,0.613954688,no,0,0,0
10986,0,OTC,mRNA,NW_005054374.1:2003952-2035159,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
12334,0,RCAN2,mRNA,NW_005054659.1:94493-175807,-,-,0,0,-3.321928095,0,0,0.470788664,0.650536097,no,0,0,0
6356,2,LOC102037173,mRNA,NW_005054529.1:744373-754066,-,-,0,1,-1,1.759,1.759,0.47407776,NA,no,0,1,0
6871,0,LOC102040351,mRNA,NW_005056582.1:1059-3084,+,-,2,0,0,-3.64,3.64,0.154016792,NA,no,0,1,0
14097,-69,SYT7,mRNA,NW_005054416.1:2358820-2377005,+,-,7,4,2.459431619,-0.685,0.685,0.573480064,0.729905825,no,0,0,0
13921,0,STC1,mRNA,NW_005054514.1:101840-117895,-,-,1,0,-1,-2.138,2.138,0.371665385,NA,no,0,1,0
12824,-145,SAMD3,mRNA,NW_005054306.1:12435373-12470714,-,-,4,1,1.321928095,-1.445,1.445,0.363564129,0.555987722,no,0,1,0
2042,-459,COL18A1,mRNA,NW_005054661.1:37463-56969,+,-,6,0,1.584962501,-4.59,4.59,0.028308729,0.104320014,no,0,1,0
8235,141,LOC115948109,snoRNA,NW_005054347.1:2921565-2921637,+,-,2,4,1.584962501,1.408,1.408,0.237086093,0.424717344,no,0,1,0
8254,0,LOC115948129,lnc_RNA,NW_005054349.1:1123383-1378042,-,-,2,0,0,-2.903,2.903,0.225116662,0.410939736,no,0,1,0
3143,-74,EMILIN2,mRNA,NW_005054305.1:539931-573627,-,-,4,2,1.584962501,-0.735,0.735,0.517098692,0.687125262,no,0,0,0
1895,-168,CLDN10,mRNA,NW_005054363.1:983867-1041413,+,-,8,2,2.321928095,-1.681,1.681,0.067166792,0.186064723,no,0,1,0
9394,-105,LOC115949542,lnc_RNA,NW_005054305.1:7713181-7718747,+,-,3,2,1.321928095,-1.054,1.054,0.498692173,0.672427924,no,0,1,0
13268,0,SLC22A23,mRNA,NW_005054376.1:34311-142335,-,-,1,1,0,-0.078,0.078,0.961203014,0.978746386,no,0,0,0
10809,-103,NT5E,mRNA,NW_005054328.1:5517821-5543197,+,-,8,4,2.584962501,-1.031,1.031,0.337455367,0.530556345,no,0,1,0
9139,0,LOC115949268,lnc_RNA,NW_005055313.1:8834-10699,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
6301,0,LOC102036822,mRNA,NW_005054368.1:3096916-3100522,-,-,2,0,0,-2.034,2.034,0.254811547,0.444919639,no,0,1,0
4242,2,GREB1,mRNA,NW_005054318.1:5712610-5800159,-,-,0,1,-1,1.88,1.88,0.300415618,0.492437743,no,0,1,0
5038,0,KCNAB1,mRNA,NW_005054309.1:11099093-11140479,-,-,1,1,0,0.291,0.291,0.837695582,0.909099988,no,0,0,0
8169,-314,LOC115948002,lnc_RNA,NW_005054338.1:3820812-3844716,-,-,13,2,2.906890596,-3.135,3.135,0.012742816,0.061294172,no,1,1,0
8458,0,LOC115948387,snoRNA,NW_005054387.1:1631091-1631222,+,-,0,0,-3.321928095,0,0,0.847789543,0.915914807,no,0,0,0
5068,-436,KCNJ16,mRNA,NW_005054498.1:245282-248216,-,-,4,0,1,-4.362,4.362,0.025340224,0.09715076,no,0,1,0
6810,-379,LOC102039999,mRNA,NW_005054444.1:1205863-1210473,-,-,10,1,2.459431619,-3.79,3.79,0.01876151,0.079174232,no,1,1,0
7631,-434,LOC102045269,mRNA,NW_005054583.1:481397-581379,-,-,5,0,1.321928095,-4.34,4.34,0.016474112,0.072360849,no,0,1,0
12256,1,RASGEF1C,mRNA,NW_005054308.1:4942098-5008741,-,-,0,1,-1,1.313,1.313,0.51803542,0.687545131,no,0,1,0
5881,2,LOC102034085,mRNA,NW_005054795.1:6622-18387,+,-,0,1,-1,2.024,2.024,0.223163715,0.408634185,no,0,1,0
1254,433,CACNG4,mRNA,NW_005054395.1:2650902-2675305,-,-,0,3,0.584962501,4.329,4.329,0.227174594,0.413015119,no,0,1,0
15458,-4,VCAN,mRNA,NW_005054431.1:658419-758480,-,-,18,18,4.169925001,-0.036,0.036,0.959186524,0.978187657,no,2,0,0
382,0,ALDOB,mRNA,NW_005054873.1:37852-47789,+,-,1,0,-1,-1.958,1.958,0.259492665,0.450082193,no,0,1,0
3762,-166,FRRS1L,mRNA,NW_005054311.1:2525161-2538862,-,-,3,1,1,-1.656,1.656,0.255175154,0.445360212,no,0,1,0
8998,0,LOC115949085,mRNA,NW_005054753.1:59081-59980,-,+,0,0,-3.321928095,0,0,1,NA,no,0,0,0
11174,426,PCSK4,mRNA,NW_005054491.1:1050136-1056699,+,-,0,3,0.584962501,4.256,4.256,0.053318388,NA,no,0,1,0
2011,0,CNTN1,mRNA,NW_005054411.1:149650-276791,-,-,0,0,-3.321928095,0,0,0.924339665,NA,no,0,0,0
4464,-117,HGD,mRNA,NW_005054320.1:6068069-6091699,-,-,2,1,0.584962501,-1.168,1.168,0.442864051,0.627081708,no,0,1,0
1659,-30,CEMIP,mRNA,NW_005054313.1:1679480-1727887,+,-,6,5,2.459431619,-0.299,0.299,0.75010138,0.854760597,no,0,0,0
9626,-424,MAL2,mRNA,NW_005054321.1:3532479-3541077,+,-,3,0,0.584962501,-4.236,4.236,0.01008422,0.051717702,no,0,1,0
8577,-422,LOC115948532,mRNA,NW_005054423.1:1061226-1080958,+,-,3,0,0.584962501,-4.219,4.219,0.010583878,0.05357084,no,0,1,0
4657,-421,HTR4,mRNA,NW_005054308.1:11172595-11224718,+,-,3,0,0.584962501,-4.212,4.212,0.017066579,0.074185862,no,0,1,0
3805,133,FZD3,mRNA,NW_005054576.1:386242-441897,-,-,1,2,0.584962501,1.332,1.332,0.438618451,0.622980376,no,0,1,0
6553,-420,LOC102038438,mRNA,NW_005055397.1:1-8607,+,-,3,0,0.584962501,-4.202,4.202,0.03135578,0.111617352,no,0,1,0
8340,-69,LOC115948234,lnc_RNA,NW_005054364.1:3747945-3751338,+,-,3,2,1.321928095,-0.694,0.694,0.479781214,0.657188049,no,0,0,0
883,-134,ATP6V0D2,mRNA,NW_005054344.1:1606357-1626154,+,-,4,2,1.584962501,-1.341,1.341,0.375927067,0.566936361,no,0,1,0
9424,-27,LOXL3,mRNA,NW_005054548.1:676610-690820,+,-,2,1,0.584962501,-0.274,0.274,0.829540895,0.903598982,no,0,0,0
4473,0,HHIPL2,mRNA,NW_005054299.1:2353-12521,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
3218,-347,EPHX4,mRNA,NW_005054336.1:2829270-2845639,+,-,5,0,1.321928095,-3.465,3.465,0.022970751,0.091169201,no,0,1,0
13090,0,SGK2,mRNA,NW_005054337.1:5994831-6013470,+,-,2,0,0,-2.434,2.434,0.219165341,0.403759259,no,0,1,0
2772,0,DNAJB8,mRNA,NW_005054339.1:5737512-5738223,+,-,1,0,-1,-2.825,2.825,0.573786632,NA,no,0,1,0
13676,-346,SOD3,mRNA,NW_005054297.1:4890411-4891908,+,-,41,4,4.491853096,-3.461,3.461,0.107305688,0.25485897,no,1,1,0
9522,0,LRRN1,mRNA,NW_005054420.1:917018-920857,+,-,1,0,-1,-2.192,2.192,0.403216835,NA,no,0,1,0
10059,2,MOV10L1,mRNA,NW_005054324.1:6140321-6169443,-,-,0,2,0,1.828,1.828,0.180487012,0.355350454,no,0,1,0
11560,0,PLIN1,mRNA,NW_005054313.1:1091225-1097010,-,-,0,0,-3.321928095,0,0,0.9055876,NA,no,0,0,0
7544,0,LOC102044810,mRNA,NW_005054380.1:2074471-2081857,-,-,2,0,0,-2.639,2.639,0.038781122,0.128762762,no,0,1,0
11928,1,PSD2,mRNA,NW_005054386.1:422390-456792,-,-,0,1,-1,1.401,1.401,0.639949308,NA,no,0,1,0
8880,0,LOC115948907,guide_RNA,NW_005054609.1:209882-210151,-,-,1,0,-1,-0.985,0.985,0.54853583,0.710676529,no,0,0,0
5086,1,KCNMB4,mRNA,NW_005054310.1:5466813-5489025,-,-,0,1,-1,1.14,1.14,0.506897784,0.679397436,no,0,1,0
4613,2,HSD17B2,mRNA,NW_005054503.1:733556-745634,-,-,0,1,-1,1.969,1.969,0.333158816,NA,no,0,1,0
2144,0,CPNE4,mRNA,NW_005054361.1:3215142-3404161,+,-,0,0,-3.321928095,0,0,0.80134317,NA,no,0,0,0
8553,0,LOC115948503,lnc_RNA,NW_005054416.1:982005-994332,+,-,0,0,-3.321928095,0,0,0.696843175,NA,no,0,0,0
1590,0,CDH13,mRNA,NW_005054503.1:55742-502503,-,-,1,0,-1,-2.443,2.443,0.318420381,NA,no,0,1,0
3558,73,FBXO40,mRNA,NW_005054320.1:7717359-7726776,+,-,2,3,1.321928095,0.731,0.731,0.507339349,0.679736216,no,0,0,0
8246,0,LOC115948121,lnc_RNA,NW_005054349.1:1513243-1529483,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
12654,172,RPL3L,mRNA,NW_005054399.1:1505818-1513803,-,-,3,8,2.459431619,1.72,1.72,0.077487052,0.20541169,no,0,1,0
1900,0,CLDN18,mRNA,NW_005054380.1:1174852-1191254,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
12316,-401,RBMS3,mRNA,NW_005054351.1:2982881-3675190,+,-,3,0,0.584962501,-4.008,4.008,0.018574134,0.078493858,no,0,1,0
7162,-401,LOC102042359,mRNA,NW_005054388.1:1655069-1668238,-,-,3,0,0.584962501,-4.007,4.007,0.015794556,0.070783666,no,0,1,0
8377,0,LOC115948285,guide_RNA,NW_005054370.1:1512339-1512494,-,-,2,0,0,-3.049,3.049,0.095349045,0.235741483,no,0,1,0
14132,-150,TAF4B,mRNA,NW_005054305.1:3672847-3730099,+,-,2,1,0.584962501,-1.501,1.501,0.401047905,0.590505415,no,0,1,0
12381,0,RET,mRNA,NW_005054300.1:16497359-16570433,+,-,0,0,-3.321928095,0,0,0.885648336,NA,no,0,0,0
1716,4,CERKL,mRNA,NW_005054298.1:22114938-22166341,-,-,0,2,0,3.975,3.975,0.427649044,0.613954688,no,0,1,0
9096,-202,LOC115949217,pseudogene,NW_005055098.1:11417-16848,+,-,2,1,0.584962501,-2.019,2.019,0.138437164,0.299581218,no,0,1,0
4174,-396,GPR149,mRNA,NW_005054309.1:11372204-11380873,+,-,5,0,1.321928095,-3.959,3.959,0.01475093,0.067698647,no,0,1,0
12590,0,ROBO2,mRNA,NW_005054539.1:66860-220564,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
10818,-393,NTNG1,mRNA,NW_005054357.1:525159-671189,+,-,3,0,0.584962501,-3.928,3.928,0.018535084,0.078384016,no,0,1,0
3156,-126,ENDOD1,mRNA,NW_005054302.1:9904839-9914495,-,-,2,1,0.584962501,-1.255,1.255,0.333109681,0.526017996,no,0,1,0
6782,0,LOC102039844,mRNA,NW_005054726.1:87780-91158,+,-,2,0,0,-2.136,2.136,0.29609753,NA,no,0,1,0
756,4,ASB12,mRNA,NW_005054500.1:157173-161344,+,-,0,2,0,3.915,3.915,0.125029269,NA,no,0,1,0
3415,0,FAM162B,mRNA,NW_005054306.1:6640295-6647207,-,-,1,0,-1,-0.96,0.96,0.542666448,NA,no,0,0,0
14042,0,SV2C,mRNA,NW_005054440.1:1629883-1718414,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
10299,-116,MYH15,mRNA,NW_005054391.1:2876507-2919371,-,-,2,1,0.584962501,-1.157,1.157,0.483555757,0.660549598,no,0,1,0
10987,-152,OTOA,mRNA,NW_005054319.1:4249263-4285269,-,-,3,1,1,-1.523,1.523,0.412087839,0.599191788,no,0,1,0
845,-300,ATP13A4,mRNA,NW_005054309.1:424878-461588,+,-,3,0,0.584962501,-2.995,2.995,0.330582944,NA,no,0,1,0
11240,388,PDLIM3,mRNA,NW_005054297.1:18279877-18303186,+,-,0,3,0.584962501,3.883,3.883,0.063824085,0.179665175,no,0,1,0
9322,0,LOC115949459,lnc_RNA,NW_005066090.1:1-254,+,-,0,0,-3.321928095,0,0,0.906025932,0.947786646,no,0,0,0
5090,23,KCNQ2,mRNA,NW_005054337.1:1224484-1298930,-,-,2,2,1,0.234,0.234,0.852094863,0.918201372,no,0,0,0
5613,388,LOC102032288,mRNA,NW_005054398.1:1755246-1762283,+,-,0,5,1.321928095,3.876,3.876,0.017394309,0.075156979,no,0,1,0
13613,0,SNPH,mRNA,NW_005054337.1:2302978-2308800,-,-,0,0,-3.321928095,0,0,0.943197518,NA,no,0,0,0
7472,0,LOC102044406,mRNA,NW_005054367.1:1397659-1418238,+,-,1,0,-1,-0.568,0.568,0.758098704,NA,no,0,0,0
6741,78,LOC102039634,mRNA,NW_005055141.1:3986-11292,+,-,16,28,4.459431619,0.776,0.776,0.497302248,0.671480249,no,2,0,0
13197,1,SIX1,mRNA,NW_005054303.1:11236497-11239976,+,-,0,1,-1,0.882,0.882,0.711027534,NA,no,0,0,0
12917,0,SDC2,mRNA,NW_005054344.1:5595932-5620798,+,-,2,0,0,-3.848,3.848,0.036384091,0.123413537,no,0,1,0
13747,385,SPEF1,mRNA,NW_005054745.1:14189-25655,+,-,0,3,0.584962501,3.845,3.845,0.124170679,NA,no,0,1,0
11911,4,PRRX1,mRNA,NW_005054421.1:1723222-1758790,-,-,0,2,0,3.842,3.842,0.018483934,0.078277994,no,0,1,0
9126,0,LOC115949249,mRNA,NW_005055230.1:5690-12033,+,-,0,0,-3.321928095,0,0,0.958522051,NA,no,0,0,0
9850,0,MEIOB,mRNA,NW_005054399.1:1412924-1425184,-,-,1,1,0,-0.256,0.256,0.916133484,NA,no,0,0,0
5639,0,LOC102032444,lnc_RNA,NW_005054341.1:2418794-2423008,-,-,2,0,0,-3.826,3.826,0.060271386,0.172550123,no,0,1,0
10661,0,NMUR1,mRNA,NW_005054309.1:2850033-2853040,-,-,1,0,-1,-2.254,2.254,0.295863021,NA,no,0,1,0
2541,15,DCT,mRNA,NW_005054363.1:575820-594169,-,-,3,3,1.584962501,0.153,0.153,0.921157318,0.956293691,no,0,0,0
5904,0,LOC102034219,mRNA,NW_005054314.1:9196461-9218251,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
7411,4,LOC102044068,mRNA,NW_005054355.1:4832775-4853633,+,-,0,2,0,3.81,3.81,0.078174226,NA,no,0,1,0
1354,1,CAV2,mRNA,NW_005054324.1:1113441-1204450,+,-,0,1,-1,0.605,0.605,0.709167823,0.831063679,no,0,0,0
6808,0,LOC102039986,mRNA,NW_005054353.1:9644-103321,+,-,0,0,-3.321928095,0,0,0.880900352,NA,no,0,0,0
2048,172,COL24A1,mRNA,NW_005054336.1:935908-1054674,-,-,1,4,1.321928095,1.719,1.719,0.122269702,0.276975479,no,0,1,0
11466,-150,PIWIL2,mRNA,NW_005054703.1:69343-86361,-,-,10,4,2.807354922,-1.501,1.501,0.125094922,0.281241038,no,1,1,0
15751,-102,YTHDC2,mRNA,NW_005054601.1:32958-54730,-,-,7,3,2.321928095,-1.016,1.016,0.412687142,0.599772646,no,0,1,0
1973,-1,CNGA1,mRNA,NW_005054297.1:12386138-12390647,-,-,1,1,0,-0.853,0.853,0.793763267,NA,no,0,0,0
14676,-377,TNFAIP2,mRNA,NW_005054303.1:6603817-6620229,+,-,5,0,1.321928095,-3.771,3.771,0.028424487,0.104682329,no,0,1,0
10760,0,NRCAM,mRNA,NW_005054411.1:393997-495950,-,-,0,0,-3.321928095,0,0,0.629230004,NA,no,0,0,0
12801,0,RYR3,mRNA,NW_005054301.1:14363044-14557054,+,-,1,0,-1,-2.204,2.204,0.4446998,NA,no,0,1,0
13112,2,SH3BGR,mRNA,NW_005054572.1:593678-620413,+,-,0,2,0,2.34,2.34,0.212118513,NA,no,0,1,0
10019,-199,MMP2,mRNA,NW_005054343.1:1176000-1205301,+,-,2,1,0.584962501,-1.985,1.985,0.215593295,0.39926281,no,0,1,0
5424,3,LHX4,mRNA,NW_005054493.1:721369-726188,+,-,0,2,0,2.688,2.688,0.21302653,NA,no,0,1,0
12485,10,RIMS2,mRNA,NW_005054353.1:2647867-3005149,+,-,2,3,1.321928095,0.099,0.099,0.917519157,0.954652483,no,0,0,0
3871,0,GALNT5,mRNA,NW_005054523.1:448447-458752,+,-,2,0,0,-3.741,3.741,0.048741496,0.150023165,no,0,1,0
6186,-374,LOC102036122,mRNA,NW_005054304.1:15340079-15347028,+,-,3,0,0.584962501,-3.74,3.74,0.059833224,0.171445748,no,0,1,0
6272,115,LOC102036633,mRNA,NW_005054314.1:8369360-8376127,+,-,5,10,2.906890596,1.147,1.147,0.390774285,0.5807199,no,1,1,0
692,0,ARL14,mRNA,NW_005054309.1:10374984-10376029,+,-,2,0,0,-3.729,3.729,0.01358764,0.063854186,no,0,1,0
15113,0,TSPAN8,mRNA,NW_005054310.1:5160511-5176633,+,-,2,0,0,-3.403,3.403,0.043976448,0.140179088,no,0,1,0
1849,-165,CHSY3,mRNA,NW_005054355.1:2788251-2942338,-,-,2,1,0.584962501,-1.646,1.646,0.259289451,0.449895086,no,0,1,0
1457,9,CCDC85C,mRNA,NW_005054303.1:4334497-4445624,-,-,2,2,1,0.092,0.092,0.938657959,0.966843468,no,0,0,0
2830,0,DOK7,mRNA,NW_005054372.1:1449050-1504273,+,-,0,0,-3.321928095,0,0,0.813739659,NA,no,0,0,0
4398,0,HCN4,mRNA,NW_005054596.1:390180-480000,+,-,0,0,-3.321928095,0,0,0.909339758,NA,no,0,0,0
5980,3,LOC102034649,mRNA,NW_005054591.1:6651-25434,+,-,0,1,-1,2.651,2.651,0.053806778,0.159743861,no,0,1,0
8556,-240,LOC115948506,mRNA,NW_005054416.1:2383433-2387835,-,-,3,0,0.584962501,-2.404,2.404,0.102651762,0.247080403,no,0,1,0
6027,0,LOC102035029,mRNA,NW_005054500.1:837949-838602,+,-,0,0,-3.321928095,0,0,0.818807245,NA,no,0,0,0
12519,0,RND2,mRNA,NW_005054559.1:383112-389818,-,-,2,0,0,-2.595,2.595,0.129934435,0.288053347,no,0,1,0
7467,0,LOC102044383,mRNA,NW_005054308.1:5524287-5530440,-,-,0,0,-3.321928095,0,0,0.98712361,NA,no,0,0,0
13213,-199,SLAIN1,mRNA,NW_005054327.1:3198000-3244486,-,-,2,1,0.584962501,-1.991,1.991,0.247538449,0.437243874,no,0,1,0
6978,4,LOC102040983,mRNA,NW_005054568.1:206322-224921,-,-,0,2,0,3.684,3.684,0.041008983,0.133949065,no,0,1,0
1032,0,BDH2,mRNA,NW_005054304.1:15387360-15399590,+,-,1,0,-1,-1.351,1.351,0.551841602,NA,no,0,1,0
6981,2,LOC102041000,mRNA,NW_005054315.1:8016873-8017334,+,-,0,1,-1,2.112,2.112,0.190493228,0.368346223,no,0,1,0
1896,0,CLDN11,mRNA,NW_005054309.1:8028587-8038684,-,-,2,0,0,-2.251,2.251,0.269240138,0.460666537,no,0,1,0
10553,0,NEXMIF,mRNA,NW_005054500.1:967742-1017488,-,-,0,0,-3.321928095,0,0,0.797228597,NA,no,0,0,0
3480,-160,FAM83F,mRNA,NW_005054334.1:4113788-4146717,+,-,2,1,0.584962501,-1.598,1.598,0.36981657,0.561317035,no,0,1,0
5847,367,LOC102033882,mRNA,NW_005054314.1:8980370-8991331,+,-,0,4,1,3.671,3.671,0.014135035,0.065606253,no,0,1,0
11591,-92,PLXNA2,mRNA,NW_005054545.1:412908-550440,-,-,17,9,3.700439718,-0.92,0.92,0.33883693,0.531733711,no,1,0,0
1168,82,BTC,mRNA,NW_005054536.1:690158-692108,+,-,1,2,0.584962501,0.818,0.818,0.616848303,NA,no,0,0,0
13761,-269,SPINK4,mRNA,NW_005054379.1:828996-831176,-,-,3,1,1,-2.694,2.694,0.024866723,0.095892145,no,0,1,0
14093,4,SYT17,mRNA,NW_005054319.1:5081800-5120244,+,-,0,2,0,3.654,3.654,0.045561277,NA,no,0,1,0
6910,0,LOC102040586,pseudogene,NW_005054772.1:75671-78113,-,-,2,0,0,-2.064,2.064,0.203926293,0.385080069,no,0,1,0
4314,0,GTF2A1L,mRNA,NW_005054405.1:2457933-2468013,-,-,0,0,-3.321928095,0,0,0.632863472,NA,no,0,0,0
5494,-106,LOC102031332,mRNA,NW_005054322.1:5867798-5887307,+,-,4,2,1.584962501,-1.063,1.063,0.285129787,0.477820641,no,0,1,0
4016,364,GJC1,mRNA,NW_005054518.1:373820-377707,-,-,0,3,0.584962501,3.643,3.643,0.092529649,NA,no,0,1,0
4897,0,IRAK1BP1,mRNA,NW_005054328.1:2852669-2864702,+,-,2,0,0,-2.952,2.952,0.184747351,0.360545628,no,0,1,0
5579,0,LOC102032005,mRNA,NW_005054339.1:2082541-2099793,+,-,1,0,-1,-2.897,2.897,0.121906844,NA,no,0,1,0
7154,3,LOC102042308,lnc_RNA,NW_005054370.1:3575487-3579017,-,-,0,1,-1,2.525,2.525,0.316384361,NA,no,0,1,0
14702,-178,TNIP3,mRNA,NW_005054435.1:680034-712898,-,-,6,2,2,-1.784,1.784,0.065134663,0.182150114,no,0,1,0
15072,4,TRPM8,mRNA,NW_005054533.1:35148-93223,-,-,0,2,0,3.626,3.626,0.200146329,NA,no,0,1,0
2122,157,CP,mRNA,NW_005054309.1:12021505-12038574,+,-,4,13,3.087462841,1.571,1.571,0.042088664,0.136249041,no,1,1,0
13719,44,SPARC,mRNA,NW_005054308.1:6352916-6362831,-,-,3,4,1.807354922,0.435,0.435,0.60661258,0.756150616,no,0,0,0
7023,0,LOC102041255,mRNA,NW_005055165.1:16985-19104,-,-,0,0,-3.321928095,0,0,0.943197518,NA,no,0,0,0
8949,0,LOC115949020,lnc_RNA,NW_005054685.1:85002-85624,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
5229,215,KLF5,mRNA,NW_005054327.1:5007168-5024591,-,-,1,3,1,2.153,2.153,0.178691642,0.352915259,no,0,1,0
10313,-213,MYMK,mRNA,NW_005054329.1:3646341-3654382,+,-,3,0,0.584962501,-2.133,2.133,0.169474821,0.341909707,no,0,1,0
9441,0,LRATD1,mRNA,NW_005054318.1:4511182-4519163,-,-,1,0,-1,-0.631,0.631,0.729234443,NA,no,0,0,0
7881,0,LOC106632243,mRNA,NW_005054308.1:7040509-7050873,-,-,2,0,0,-3.612,3.612,0.066395244,0.184608917,no,0,1,0
12017,-89,PTPDC1,mRNA,NW_005054509.1:722108-740558,+,-,4,2,1.584962501,-0.891,0.891,0.399003178,0.588381484,no,0,0,0
13884,0,ST6GALNAC5,mRNA,NW_005054347.1:1178867-1292367,-,-,1,0,-1,-2.698,2.698,0.228792618,NA,no,0,1,0
1427,-361,CCDC3,mRNA,NW_005054409.1:659736-694685,-,-,4,0,1,-3.611,3.611,0.031883006,0.112664136,no,0,1,0
8437,0,LOC115948363,lnc_RNA,NW_005054383.1:505918-506600,+,-,0,0,-3.321928095,0,0,0.864573741,NA,no,0,0,0
2883,0,DSCAM,mRNA,NW_005054656.1:11077-130618,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
12439,-81,RGS7BP,mRNA,NW_005054537.1:717535-751497,-,-,3,2,1.321928095,-0.814,0.814,0.349370437,0.542070493,no,0,0,0
4268,3,GRK1,mRNA,NW_005054831.1:21878-26239,+,-,0,2,0,2.8,2.8,0.133637458,0.293377896,no,0,1,0
8557,-13,LOC115948507,lnc_RNA,NW_005054416.1:1008076-1011240,-,-,2,2,1,-0.134,0.134,0.900422626,0.944806331,no,0,0,0
6637,0,LOC102038972,mRNA,NW_005054444.1:817736-843040,+,-,0,0,-3.321928095,0,0,0.641638308,NA,no,0,0,0
7292,0,LOC102043226,mRNA,NW_005054312.1:9901311-9956521,+,-,0,0,-3.321928095,0,0,0.787941355,NA,no,0,0,0
1315,0,CAPSL,mRNA,NW_005054401.1:467170-476059,-,-,1,1,0,-0.333,0.333,0.836871009,0.908749553,no,0,0,0
11080,0,PAPOLG,mRNA,NW_005054341.1:2337793-2411921,-,-,2,0,0,-3.57,3.57,0.041394103,NA,no,0,1,0
5160,0,KIAA1210,mRNA,NW_005054314.1:1203160-1241507,-,-,1,0,-1,-0.323,0.323,0.860392483,0.921865765,no,0,0,0
7144,-116,LOC102042224,lnc_RNA,NW_005054303.1:2317104-2474709,+,-,7,3,2.321928095,-1.159,1.159,0.188707729,0.365970706,no,0,1,0
11909,0,PRRG1,mRNA,NW_005054374.1:1626873-1655704,+,-,2,0,0,-3.56,3.56,0.168243396,NA,no,0,1,0
9128,0,LOC115949251,snoRNA,NW_005055240.1:12452-12532,-,+,0,0,-3.321928095,0,0,1,NA,no,0,0,0
9037,0,LOC115949151,snRNA,NW_005054817.1:394-557,-,-,1,0,-1,-1.195,1.195,0.500820596,0.674388972,no,0,1,0
6521,-356,LOC102038257,mRNA,NW_005054559.1:96853-97803,+,-,3,0,0.584962501,-3.556,3.556,0.015164152,0.068858098,no,0,1,0
15924,-36,ZNF385B,mRNA,NW_005054298.1:21465020-21615814,-,-,7,6,2.700439718,-0.358,0.358,0.678012463,0.809408136,no,0,0,0
2328,4,CUNH11orf87,mRNA,NW_005054302.1:4592452-4598284,-,-,0,2,0,3.554,3.554,0.037459741,0.125626158,no,0,1,0
4577,2,HOXD9,mRNA,NW_005054298.1:20173481-20176085,+,-,0,1,-1,2.118,2.118,0.525197931,NA,no,0,1,0
7466,4,LOC102044382,mRNA,NW_005054306.1:11185248-11227820,-,-,0,2,0,3.552,3.552,0.064649254,0.181265518,no,0,1,0
4663,0,HTRA3,mRNA,NW_005054372.1:2514698-2541051,-,-,1,0,-1,-1.67,1.67,0.69240067,NA,no,0,1,0
7545,0,LOC102044817,mRNA,NW_005054419.1:2378277-2508857,+,-,2,0,0,-3.542,3.542,0.155319733,NA,no,0,1,0
13502,0,SLIT3,mRNA,NW_005054386.1:1195603-1679457,+,-,0,0,-3.321928095,0,0,0.753865049,NA,no,0,0,0
13011,0,SEPTIN4,mRNA,NW_005054381.1:2633914-2640077,-,-,2,0,0,-2.642,2.642,0.067156182,0.186064723,no,0,1,0
14791,0,TRABD2B,mRNA,NW_005054347.1:4606123-4872256,-,-,1,0,-1,-1.921,1.921,0.447782317,NA,no,0,1,0
12748,165,RSPH3,mRNA,NW_005054316.1:5900516-5908129,-,-,2,5,1.807354922,1.647,1.647,0.213582969,0.396824067,no,0,1,0
