Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg IFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
2566,111,DDR2,mRNA,NW_005054421.1:401928-414864,-,-,222,103,7.344295908,1.11,1.11,7.27772E-05,0.001055819,yes,2,1,1
5801,111,LOC102033496,mRNA,NW_005054334.1:3116646-3123759,-,-,438,203,8.324180547,1.11,1.11,4.83992E-06,0.000113196,yes,2,1,1
8638,111,LOC115948603,lnc_RNA,NW_005054441.1:1242365-1244973,-,-,32,59,5.50779464,-0.902,0.902,0.000122826,0.001598037,yes,2,0,0
10630,111,NKTR,mRNA,NW_005054474.1:575765-614144,+,-,43,69,5.807354922,-0.684,0.684,0.082663765,0.20092366,no,2,0,0
12002,111,PTGR1,mRNA,NW_005054385.1:1571918-1583504,-,-,224,484,8.46760555,-1.11,1.11,8.07768E-05,0.001151943,yes,2,1,1
2674,110.7,DHX40,mRNA,NW_005054368.1:2584613-2610266,-,-,1823,881,10.40087944,1.048,1.048,2.37176E-06,6.23281E-05,yes,2,1,1
4964,110.7,ITPRIP,mRNA,NW_005054300.1:3814496-3828618,+,-,78,156,6.87036472,-0.993,0.993,0.000606697,0.005751441,yes,2,0,0
6176,110.7,LOC102036087,mRNA,NW_005054341.1:5944570-5946204,-,-,32,47,5.303780748,-0.521,0.521,0.144945562,0.292563226,no,2,0,0
10594,110.7,NHSL1,mRNA,NW_005054316.1:3732904-3873865,-,-,50,85,6.076815597,-0.757,0.757,0.04298803,0.128617413,no,2,0,0
7175,110.6,LOC102042481,mRNA,NW_005054395.1:2093555-2099531,-,-,1166,2278,10.74986943,-0.966,0.966,0.000319004,0.003447102,yes,2,0,0
11099,110.6,PARP1,mRNA,NW_005054434.1:886636-914270,+,-,163,282,7.797661526,-0.788,0.788,0.034270341,0.109520172,no,2,0,0
5922,110.5,LOC102034308,mRNA,NW_005054546.1:768403-774504,+,-,1702,791,10.28366717,1.105,1.105,2.75901E-11,2.96303E-09,yes,2,1,1
14118,110.5,TADA2A,mRNA,NW_005054368.1:1243477-1263622,-,-,100,131,6.851749041,-0.382,0.382,0.220792009,0.390069326,no,2,0,0
2515,110.4,DCAF4,mRNA,NW_005054301.1:18515155-18532477,+,-,162,292,7.826548487,-0.858,0.858,1.40025E-05,0.000273418,yes,2,0,0
1708,110.3,CEP85L,mRNA,NW_005054306.1:7356903-7447553,-,-,122,218,7.409390936,-0.837,0.837,0.001547707,0.011543136,yes,2,0,0
13052,110.3,SETD7,mRNA,NW_005054453.1:183705-201782,-,-,682,513,9.222794903,0.412,0.412,0.134300566,0.27826059,no,2,0,0
15974,110.3,ZNF830,mRNA,NW_005054311.1:3879068-3891591,-,-,1002,574,9.622051819,0.803,0.803,2.22592E-10,1.91915E-08,yes,2,0,0
14704,110.2,TNKS1BP1,mRNA,NW_005054416.1:1861687-1869232,-,-,377,374,8.552669098,0.009,0.009,0.972941343,0.985661635,no,2,0,0
1487,110.1,CCNE2,mRNA,NW_005054344.1:4956677-4968636,-,-,284,132,7.700439718,1.101,1.101,7.42754E-07,2.35207E-05,yes,2,1,1
2142,110.1,CPNE2,mRNA,NW_005054343.1:4103416-4146017,-,-,80,127,6.693486957,-0.656,0.656,0.028294789,0.095826585,no,2,0,0
7160,110,LOC102042349,mRNA,NW_005054344.1:4683370-4697843,+,-,490,229,8.48984796,1.1,1.1,6.93979E-09,4.10453E-07,yes,2,1,1
1561,109.9,CDC23,mRNA,NW_005054308.1:12439422-12449827,-,-,20,38,4.857980995,-0.933,0.933,0.008339296,0.040338998,yes,2,0,0
5539,109.9,LOC102031703,mRNA,NW_005054304.1:11158976-11172869,-,-,63,101,6.357552005,-0.685,0.685,0.020942836,0.077910405,no,2,0,0
14809,109.9,TRANK1,mRNA,NW_005054364.1:3490530-3531133,-,-,4659,9981,12.83762793,-1.099,1.099,4.28392E-06,0.000103041,yes,2,1,1
14827,109.9,TRH,mRNA,NW_005054420.1:2286695-2289340,+,-,70,33,5.686500527,1.099,1.099,0.000944029,0.007992909,yes,2,1,1
1609,109.8,CDK10,mRNA,NW_005054373.1:2591630-2594502,+,-,23704,11073,14.08584587,1.098,1.098,0.001144733,0.009208258,yes,2,1,1
10292,109.8,MYD88,mRNA,NW_005054367.1:1419021-1428928,+,-,87,186,7.092757141,-1.098,1.098,0.000555855,0.005358527,yes,2,1,1
5306,109.7,KTN1,mRNA,NW_005054303.1:13220924-13276823,-,-,89,177,7.055282436,-0.996,0.996,0.009207131,0.043421768,yes,2,0,0
9469,109.7,LRPAP1,mRNA,NW_005054372.1:1515343-1524815,-,-,192,410,8.233619677,-1.097,1.097,2.28475E-05,0.000405395,yes,2,1,1
12512,109.7,RMI1,mRNA,NW_005054323.1:582088-584915,-,-,477,310,8.620219826,0.622,0.622,0.008020344,0.039315429,yes,2,0,0
14475,109.7,TMCO4,mRNA,NW_005054473.1:312569-347894,-,-,176,82,7.011227255,1.097,1.097,3.3517E-05,0.000553776,yes,2,1,1
14594,109.7,TMEM267,mRNA,NW_005054335.1:6001690-6012198,+,-,95,73,6.392317423,0.39,0.39,0.089800216,0.212819212,no,2,0,0
86,109.6,ACAA1,mRNA,NW_005054367.1:1291484-1300418,-,-,136,290,7.73470962,-1.096,1.096,1.47813E-06,4.2044E-05,yes,2,1,1
10671,109.6,NOD1,mRNA,NW_005054361.1:4085173-4107962,-,-,40,86,5.977279923,-1.092,1.092,0.007168643,0.03619204,yes,2,1,1
14063,109.6,SYNC,mRNA,NW_005054436.1:1685600-1689297,+,-,50,107,6.294620749,-1.094,1.094,0.004212208,0.024615779,yes,2,1,1
13793,109.5,SPTBN5,mRNA,NW_005054312.1:705699-796033,+,-,61,28,5.475733431,1.095,1.095,0.002985521,0.019017549,yes,2,1,1
2193,109.4,CRIP1,mRNA,NW_005054421.1:708139-712004,-,-,858,1832,10.39339046,-1.094,1.094,0.000706638,0.006456249,yes,2,1,1
4529,109.4,HMOX1,mRNA,NW_005054334.1:2114079-2120284,+,-,183,391,8.164906927,-1.094,1.094,0.000204035,0.002372266,yes,2,1,1
10807,109.4,NT5DC2,mRNA,NW_005054339.1:2218661-2244066,+,-,868,407,9.316281532,1.094,1.094,0.002710011,0.017633625,yes,2,1,1
10832,109.3,NUCB2,mRNA,NW_005054410.1:2133216-2149427,+,-,1035,532,9.613789464,0.959,0.959,8.81618E-08,3.9829E-06,yes,2,0,0
12101,109.3,QSOX2,mRNA,NW_005054329.1:2370911-2391487,-,-,48,77,5.965784285,-0.664,0.664,0.022711069,0.082556894,no,2,0,0
10398,109.2,NAPRT,mRNA,NW_005054587.1:535534-541318,-,-,22,39,4.930737338,-0.817,0.817,0.022396621,0.081688927,no,2,0,0
9958,109.1,MIIP,mRNA,NW_005054446.1:1307229-1314309,-,-,590,338,8.857980995,0.8,0.8,0.000499607,0.004924336,yes,2,0,0
10269,109.1,MVD,mRNA,NW_005054373.1:2166773-2168530,-,-,557,778,9.382624027,-0.483,0.483,0.016622937,0.066585899,no,2,0,0
13126,109.1,SH3KBP1,mRNA,NW_005054403.1:218281-404445,+,-,208,316,8.033423002,-0.604,0.604,0.100846061,0.229219476,no,2,0,0
6777,109,LOC102039827,mRNA,NW_005054421.1:1074866-1078813,-,-,1226,576,9.815383296,1.09,1.09,0.002964271,0.01891171,yes,2,1,1
11372,109,PHOSPHO2,mRNA,NW_005054298.1:17814492-17816811,+,-,189,98,7.164906927,0.957,0.957,5.21567E-08,2.54404E-06,yes,2,0,0
14426,108.9,TJP3,mRNA,NW_005054441.1:1052202-1062825,+,-,54,44,5.614709844,0.299,0.299,0.292991444,0.470994519,no,2,0,0
14838,108.9,TRIM24,mRNA,NW_005054414.1:1218387-1258001,+,-,4643,2319,11.7652861,1.001,1.001,5.92286E-08,2.82154E-06,yes,2,1,1
1531,108.6,CD3E,mRNA,NW_005054447.1:542651-546108,-,-,368,769,9.151016539,-1.062,1.062,0.00572282,0.030449578,yes,2,1,1
10150,108.6,MRPS24,mRNA,NW_005055519.1:3186-3550,-,-,97,205,7.238404739,-1.086,1.086,0.002144752,0.014877168,yes,2,1,1
4715,108.4,IFT27,mRNA,NW_005054334.1:2626704-2631240,-,-,81,47,6,0.788,0.788,0.007557414,0.037731338,yes,2,0,0
666,108.3,ARHGEF2,mRNA,NW_005054618.1:337974-358555,-,-,273,445,8.487840034,-0.704,0.704,0.021580611,0.079422921,no,2,0,0
14418,108.3,TINAGL1,mRNA,NW_005054478.1:1199992-1206606,+,-,402,809,9.24198315,-1.009,1.009,0.000432852,0.004416175,yes,2,1,1
222,108.2,ADD3,mRNA,NW_005054300.1:2266031-2324827,-,-,532,1041,9.619302955,-0.969,0.969,0.00486611,0.027194135,yes,2,0,0
9808,108.2,ME2,mRNA,NW_005054365.1:3852465-3881228,+,-,336,238,8.164906927,0.498,0.498,0.070538039,0.180851253,no,2,0,0
337,108.1,AK1,mRNA,NW_005054329.1:5918061-5921672,-,-,42,86,6,-1.031,1.031,0.002033408,0.014266485,yes,2,1,1
7092,108.1,LOC102041839,mRNA,NW_005055496.1:7-1102,+,-,53,66,5.894817763,-0.315,0.315,0.335035529,0.514659973,no,2,0,0
9534,108.1,LSG1,mRNA,NW_005054309.1:104556-115362,+,-,62,130,6.584962501,-1.081,1.081,0.000135767,0.001724266,yes,2,1,1
11297,108.1,PEX5,mRNA,NW_005054320.1:8309798-8321311,+,-,115,168,7.144658243,-0.538,0.538,0.03839319,0.118519371,no,2,0,0
1460,108,CCDC88C,mRNA,NW_005054303.1:379919-475634,-,-,105,176,7.13442632,-0.739,0.739,0.022470526,0.081906174,no,2,0,0
2293,108,CTSD,mRNA,NW_005054312.1:10539071-10554005,-,-,27034,57154,15.36132699,-1.08,1.08,2.33217E-06,6.1536E-05,yes,2,1,1
15183,108,TUBGCP5,mRNA,NW_005054342.1:4529407-4553531,+,-,98,164,7.033423002,-0.735,0.735,0.000395797,0.004096143,yes,2,0,0
4891,107.9,IQGAP1,mRNA,NW_005054366.1:3830481-3886441,+,-,585,1004,9.633903409,-0.778,0.778,0.009945779,0.045792601,yes,2,0,0
7821,107.9,LOC106632142,mRNA,NW_005055145.1:8479-20594,-,-,7866,3723,12.50046846,1.079,1.079,3.86678E-06,9.48718E-05,yes,2,1,1
14795,107.9,TRAF3,mRNA,NW_005054303.1:6248255-6317165,+,-,57,91,6.209453366,-0.663,0.663,0.064810966,0.17041958,no,2,0,0
1030,107.8,BCR,mRNA,NW_005054483.1:1059758-1157992,-,-,35,73,5.754887502,-1.064,1.064,0.006708805,0.03446469,yes,2,1,1
11275,107.8,PEF1,mRNA,NW_005054478.1:1209284-1211618,-,-,2978,1411,11.09967655,1.078,1.078,4.0181E-07,1.40956E-05,yes,2,1,1
344,107.7,AK8,mRNA,NW_005054329.1:3919685-3984688,+,-,238,351,8.202123824,-0.56,0.56,0.06451201,0.170109958,no,2,0,0
771,107.7,ASCC3,mRNA,NW_005054558.1:221164-458105,+,-,417,217,8.30833903,0.943,0.943,2.94256E-05,0.000496777,yes,2,0,0
3957,107.7,GEMIN5,mRNA,NW_005054308.1:7355377-7372311,-,-,48,101,6.21916852,-1.077,1.077,2.07612E-05,0.000374344,yes,2,1,1
13592,107.7,SMYD4,transcript,NW_005054387.1:2155991-2183274,-,-,847,431,9.319672121,0.975,0.975,6.33314E-18,2.42302E-15,yes,2,0,0
12803,107.6,S100A10,mRNA,NW_005054921.1:15365-20378,-,-,876,1814,10.39339046,-1.05,1.05,1.45661E-05,0.000281882,yes,2,1,1
942,107.5,B3GNT2,mRNA,NW_005054521.1:930499-932927,+,-,121,204,7.344295908,-0.753,0.753,0.023129485,0.083507606,no,2,0,0
3047,107.5,EHBP1,mRNA,NW_005054396.1:62293-267227,+,-,133,235,7.523561956,-0.824,0.824,0.018696514,0.071733443,no,2,0,0
11595,107.5,PLXNC1,mRNA,NW_005054331.1:3546496-3617102,+,-,440,858,9.342074668,-0.963,0.963,0.009469494,0.044300734,yes,2,0,0
2815,107.4,DOCK10,mRNA,NW_005054371.1:844705-962093,-,-,98,198,7.209453366,-1.014,1.014,0.007639124,0.037972308,yes,2,1,1
10142,107.4,MRPS15,mRNA,NW_005054478.1:40065-50291,+,-,40,84,5.95419631,-1.074,1.074,0.002247836,0.015408879,yes,2,1,1
2606,107.2,DENND1B,mRNA,NW_005054357.1:2092639-2240270,+,-,192,394,8.194756854,-1.04,1.04,0.004443754,0.025489521,yes,2,1,1
4404,107.2,HDAC3,mRNA,NW_005054532.1:813310-824019,+,-,7139,3496,12.37653241,1.03,1.03,0.000202955,0.002361962,yes,2,1,1
9949,107.2,MIDN,mRNA,NW_005054491.1:849835-867708,+,-,78,40,5.882643049,0.962,0.962,0.000687334,0.006317588,yes,2,0,0
11256,107.1,PDXK,mRNA,NW_005054438.1:414794-434995,-,-,288,606,8.804131021,-1.071,1.071,0.000613385,0.005794498,yes,2,1,1
1534,107,CD40LG,mRNA,NW_005054349.1:57336-81535,+,-,39,83,5.930737338,-1.07,1.07,0.005188376,0.028385068,yes,2,1,1
2809,107,DNPEP,mRNA,NW_005054298.1:14235023-14240200,-,-,65,106,6.417852515,-0.709,0.709,0.038085868,0.11787919,no,2,0,0
10080,107,MPPE1,mRNA,NW_005054350.1:3884699-3897025,+,-,134,73,6.693486957,0.874,0.874,0.002212357,0.015199714,yes,2,0,0
121,106.9,ACOT11,mRNA,NW_005054345.1:2412661-2429535,+,-,86,159,6.936637939,-0.883,0.883,0.002002022,0.014110973,yes,2,0,0
9966,106.9,MINPP1,mRNA,NW_005054615.1:38069-53823,+,-,581,277,8.744833837,1.069,1.069,7.11861E-12,8.46146E-10,yes,2,1,1
15073,106.9,TRPS1,mRNA,NW_005054321.1:1903498-2076020,-,-,48,101,6.21916852,-1.069,1.069,4.15547E-06,0.000100544,yes,2,1,1
1620,106.8,CDK5RAP1,mRNA,NW_005054337.1:2885964-2893156,-,-,36,76,5.807354922,-1.068,1.068,0.001383971,0.010629832,yes,2,1,1
14859,106.8,TRIOBP,mRNA,NW_005054334.1:3138506-3156077,+,-,14812,31050,14.48501165,-1.068,1.068,1.86185E-06,5.12239E-05,yes,2,1,1
1369,106.7,CBWD1,mRNA,NW_005054462.1:1043826-1064041,+,-,912,551,9.514714054,0.728,0.728,0.038304086,0.118363685,no,2,0,0
4916,106.7,ISCA1,mRNA,NW_005054427.1:107700-112481,-,-,19167,40142,14.85596343,-1.067,1.067,1.68042E-08,9.06316E-07,yes,2,1,1
6075,106.7,LOC102035370,mRNA,NW_005054740.1:25078-34840,+,-,273,254,8.041659152,0.103,0.103,0.785647945,0.873076863,no,2,0,0
6646,106.7,LOC102039046,mRNA,NW_005054687.1:145535-159718,-,-,321,565,8.791162889,-0.815,0.815,0.011612644,0.051268885,no,2,0,0
9001,106.7,LOC115949088,mRNA,NW_005054757.1:62827-77747,-,-,184,88,7.087462841,1.067,1.067,0.003885817,0.023150393,yes,2,1,1
13019,106.7,SERGEF,mRNA,NW_005054437.1:4725-145290,-,-,41,64,5.714245518,-0.623,0.623,0.010751179,0.048547181,yes,2,0,0
9884,106.6,METTL8,mRNA,NW_005054298.1:18364358-18385180,-,-,218,120,7.400879436,0.867,0.867,6.07282E-05,0.000908919,yes,2,0,0
10670,106.6,NOCT,mRNA,NW_005054453.1:26386-29603,+,-,3953,2231,11.5943246,0.825,0.825,0.003034778,0.019238642,yes,2,0,0
14419,106.6,TIPARP,mRNA,NW_005054309.1:11068144-11093607,-,-,195,409,8.238404739,-1.066,1.066,0.000226341,0.002587384,yes,2,1,1
9415,106.5,LONP1,mRNA,NW_005054441.1:1585763-1605158,-,-,2269,1084,10.71123677,1.065,1.065,1.48011E-06,4.2044E-05,yes,2,1,1
14356,106.5,TGIF1,mRNA,NW_005054305.1:320312-328273,-,-,81,39,5.906890596,1.065,1.065,0.00943192,0.044192499,yes,2,1,1
3045,106.4,EGR1,mRNA,NW_005054308.1:12570816-12573258,+,-,1510,722,10.12412131,1.064,1.064,1.3275E-05,0.000262563,yes,2,1,1
13113,106.4,SH3BGRL,mRNA,NW_005054349.1:4763856-4772035,-,-,2061,3114,11.33734315,-0.595,0.595,0.008273915,0.040149639,yes,2,0,0
2336,106.3,CUNH12orf49,mRNA,NW_005054483.1:368128-373573,+,-,1688,1002,10.39339046,0.753,0.753,1.78989E-05,0.00033376,yes,2,0,0
1541,106.2,CD74,mRNA,NW_005054308.1:6067601-6071573,-,-,7815,13364,13.37034685,-0.774,0.774,0.020564854,0.076831098,no,2,0,0
2397,106.2,CUNH2orf76,mRNA,NW_005054298.1:7409808-7419965,-,-,36,74,5.781359714,-1.027,1.027,0.000616142,0.005805038,yes,2,1,1
3668,106.2,FKBP4,mRNA,NW_005054444.1:1447298-1461194,+,-,423,801,9.257387843,-0.921,0.921,0.008979585,0.042594756,yes,2,0,0
4804,106.2,ILF2,mRNA,NW_005054641.1:157439-161961,+,-,151,243,7.622051819,-0.684,0.684,0.014193676,0.058926137,no,2,0,0
11220,106.2,PDGFC,mRNA,NW_005054297.1:28006383-28062666,+,-,159,304,7.854868383,-0.93,0.93,0.000612298,0.005788696,yes,2,0,0
15899,106.1,ZNF131,mRNA,NW_005054335.1:6086748-6099584,-,-,1190,667,9.8587581,0.834,0.834,0.001028429,0.008501725,yes,2,0,0
297,106,AGO4,mRNA,NW_005054478.1:277911-290223,-,-,149,261,7.6794801,-0.808,0.808,0.000292288,0.003183705,yes,2,0,0
1514,106,CCT6A,mRNA,NW_005054387.1:1625909-1635635,+,-,1495,981,10.2737956,0.608,0.608,0.016341738,0.065705057,no,2,0,0
10673,106,NOL10,mRNA,NW_005054318.1:6234923-6283456,+,-,413,234,8.337621902,0.82,0.82,3.86892E-05,0.000625722,yes,2,0,0
15371,106,UROD,mRNA,NW_005054347.1:3108482-3112944,+,-,4812,2308,11.79766153,1.06,1.06,4.05461E-07,1.41711E-05,yes,2,1,1
12861,105.9,SC5D,mRNA,NW_005054604.1:152803-156124,-,-,262,332,8.214319121,-0.345,0.345,0.207232783,0.37331587,no,2,0,0
2222,105.8,CRYGN,mRNA,NW_005054367.1:3000422-3008741,-,-,65,32,5.599912842,1.012,1.012,0.002074816,0.014515412,yes,2,1,1
3473,105.7,FAM78A,mRNA,NW_005054329.1:4548078-4556802,+,-,258,123,7.573647187,1.057,1.057,0.00055647,0.005360235,yes,2,1,1
6349,105.7,LOC102037116,mRNA,NW_005054428.1:73857-75310,-,-,133,64,6.622051819,1.057,1.057,0.004029638,0.023798775,yes,2,1,1
10285,105.7,MYC,mRNA,NW_005054321.1:6856072-6857626,+,-,56,116,6.426264755,-1.057,1.057,0.001232258,0.009726976,yes,2,1,1
6828,105.6,LOC102040089,mRNA,NW_005054309.1:3609475-3612452,-,-,3437,1654,11.31373335,1.056,1.056,1.61067E-09,1.12683E-07,yes,2,1,1
12080,105.6,PXK,mRNA,NW_005054317.1:6197536-6222231,-,-,385,801,9.211888295,-1.056,1.056,2.21108E-06,5.89766E-05,yes,2,1,1
14375,105.6,THOC1,mRNA,NW_005054305.1:1584475-1606033,+,-,407,213,8.276124405,0.928,0.928,1.18401E-07,5.12221E-06,yes,2,0,0
10001,105.5,MLST8,mRNA,NW_005054399.1:1871848-1876689,+,-,842,405,9.28424575,1.055,1.055,3.63419E-06,8.97044E-05,yes,2,1,1
12703,105.5,RPS6KA1,mRNA,NW_005054436.1:546544-570465,-,-,409,659,9.060695932,-0.686,0.686,0.050776927,0.144639812,no,2,0,0
13611,105.5,SNN,mRNA,NW_005054319.1:7046460-7054075,-,-,1364,937,10.16804527,0.542,0.542,0.172896856,0.330694612,no,2,0,0
1625,105.2,CDK9,mRNA,NW_005054329.1:5889921-5896411,+,-,1928,930,10.4807902,1.052,1.052,5.37797E-08,2.60247E-06,yes,2,1,1
3154,105.2,ENAH,mRNA,NW_005054434.1:1247597-1295786,+,-,283,137,7.714245518,1.052,1.052,0.000211418,0.002434985,yes,2,1,1
11430,105.2,PIK3CB,mRNA,NW_005054388.1:265523-315890,+,-,2577,1243,10.89935692,1.052,1.052,0.000439488,0.004468976,yes,2,1,1
5436,105.1,LIMD2,mRNA,NW_005054584.1:288421-291960,+,-,982,1543,10.30206767,-0.651,0.651,0.005037421,0.027780699,yes,2,0,0
7440,105.1,LOC102044243,mRNA,NW_005054367.1:1302099-1360128,-,-,38,79,5.87036472,-1.051,1.051,0.002367336,0.01595118,yes,2,1,1
11075,105.1,PANX1,mRNA,NW_005054302.1:10127739-10144390,-,-,33,68,5.658211483,-1.051,1.051,8.83839E-05,0.001236668,yes,2,1,1
11806,105.1,PRCP,mRNA,NW_005054302.1:13303917-13331313,-,-,679,1252,9.915132449,-0.883,0.883,0.009960019,0.045825071,yes,2,0,0
13660,105.1,SNX5,mRNA,NW_005054405.1:349551-362257,-,-,333,161,7.948367232,1.051,1.051,8.14185E-11,7.78756E-09,yes,2,1,1
6664,105,LOC102039164,mRNA,NW_005054298.1:14416448-14421537,-,-,133,276,7.675957033,-1.05,1.05,2.02925E-05,0.000367517,yes,2,1,1
6678,105,LOC102039262,pseudogene,NW_005054397.1:400245-404872,-,-,84,161,6.936637939,-0.934,0.934,0.000346769,0.003678942,yes,2,0,0
8942,105,LOC115949012,mRNA,NW_005054678.1:5212-14069,+,-,94,120,6.741466986,-0.352,0.352,0.255244957,0.429843743,no,2,0,0
10243,105,MTRES1,mRNA,NW_005054417.1:1660-4429,-,-,31,64,5.569855608,-1.05,1.05,2.77843E-06,7.15067E-05,yes,2,1,1
15406,105,USP4,mRNA,NW_005054339.1:3253654-3291169,+,-,7075,4274,12.47027756,0.727,0.727,5.81303E-10,4.56211E-08,yes,2,0,0
6884,104.9,LOC102040416,mRNA,NW_005055149.1:4028-18852,-,-,168,81,6.960001932,1.049,1.049,3.25308E-06,8.1801E-05,yes,2,1,1
7684,104.9,LOC102045627,mRNA,NW_005054323.1:1943730-2039422,-,-,255,131,7.592457037,0.961,0.961,7.19908E-06,0.00015739,yes,2,0,0
14480,104.9,TMED6,mRNA,NW_005054373.1:2766709-2768454,-,-,151,73,6.807354922,1.049,1.049,0.000199807,0.002327538,yes,2,1,1
1259,104.7,CAD,mRNA,NW_005054669.1:56189-74704,-,-,50,84,6.06608919,-0.756,0.756,0.007132822,0.036059954,yes,2,0,0
10877,104.7,NUP93,mRNA,NW_005054343.1:2572802-2648438,+,-,53,90,6.159871337,-0.765,0.765,0.010746068,0.048547181,yes,2,0,0
440,104.6,ANAPC1,mRNA,NW_005054341.1:4687419-4712367,-,-,80,149,6.839203788,-0.908,0.908,0.006814133,0.034888437,yes,2,0,0
827,104.5,ATIC,mRNA,NW_005054507.1:641856-661962,-,-,128,200,7.357552005,-0.644,0.644,0.066677704,0.17383594,no,2,0,0
12447,104.5,RHBDF1,mRNA,NW_005054383.1:3043402-3064579,+,-,42,79,5.918863237,-0.91,0.91,0.008009964,0.039305004,yes,2,0,0
1284,104.4,CAMK2B,mRNA,NW_005054674.1:126511-144142,-,-,146,71,6.761551232,1.044,1.044,0.008966612,0.0425662,yes,2,1,1
3782,104.4,FTSJ3,mRNA,NW_005054524.1:878847-887845,+,-,4139,2006,11.5851973,1.044,1.044,3.80425E-12,4.90267E-10,yes,2,1,1
3237,104.3,ERCC5,mRNA,NW_005054342.1:129958-144888,+,-,783,407,9.216745858,0.941,0.941,5.90066E-08,2.82154E-06,yes,2,0,0
3635,104.3,FGFR4,mRNA,NW_005054308.1:9183735-9190651,+,-,83,40,5.942514505,1.043,1.043,0.002291632,0.015637088,yes,2,1,1
12151,104.3,RAB40C,mRNA,NW_005054383.1:1107530-1145715,-,-,1810,3139,11.27292133,-0.795,0.795,1.16514E-07,5.05844E-06,yes,2,0,0
13129,104.3,SH3RF1,mRNA,NW_005054297.1:24108563-24188887,+,-,286,590,8.77478706,-1.043,1.043,2.30099E-05,0.000407096,yes,2,1,1
1810,104.2,CHORDC1,mRNA,NW_005054302.1:11927574-11942246,+,-,1914,2115,10.97620609,-0.144,0.144,0.68621811,0.802622812,no,2,0,0
15343,104.2,UNC45A,mRNA,NW_005054366.1:3603646-3614409,-,-,2876,1397,11.0610336,1.042,1.042,1.04715E-05,0.000214745,yes,2,1,1
1679,104.1,CEP112,mRNA,NW_005054498.1:1038526-1201573,-,-,34,70,5.700439718,-1.041,1.041,0.000583115,0.005564365,yes,2,1,1
4979,104.1,JAK3,mRNA,NW_005054491.1:1207314-1218534,-,-,267,418,8.419960178,-0.648,0.648,0.084703826,0.204146455,no,2,0,0
13320,104.1,SLC26A2,mRNA,NW_005054308.1:11128107-11135801,+,-,238,490,8.50779464,-1.041,1.041,0.009182345,0.043321563,yes,2,1,1
1985,104,CNN2,mRNA,NW_005054491.1:703163-708399,-,-,561,1048,9.651948611,-0.901,0.901,8.85015E-06,0.000186493,yes,2,0,0
323,103.9,AHSA2P,mRNA,NW_005054341.1:2187487-2192799,-,-,2230,1851,10.994707,0.269,0.269,0.29610558,0.47413296,no,2,0,0
2575,103.9,DDX25,mRNA,NW_005054541.1:442477-454898,+,-,425,239,8.375039431,0.832,0.832,0.006641078,0.034176845,yes,2,0,0
1239,103.8,CACNA1G,mRNA,NW_005054370.1:3317859-3416026,+,-,612,298,8.829722735,1.038,1.038,0.000430281,0.004397273,yes,2,1,1
2506,103.8,DBR1,mRNA,NW_005054380.1:282259-295443,+,-,1300,702,9.967226259,0.889,0.889,1.80053E-05,0.000334505,yes,2,0,0
2576,103.8,DDX27,mRNA,NW_005054337.1:3418046-3424610,-,-,1661,3409,11.30777003,-1.038,1.038,2.11474E-05,0.000379074,yes,2,1,1
5459,103.8,LITAF,mRNA,NW_005054319.1:7092614-7101434,+,-,172,299,7.87958325,-0.797,0.797,0.005602817,0.030046116,yes,2,0,0
11747,103.8,PPME1,mRNA,NW_005054627.1:363626-376222,-,-,1069,565,9.674192268,0.919,0.919,1.38297E-10,1.24498E-08,yes,2,0,0
1549,103.7,CD9,mRNA,NW_005054426.1:266158-275736,-,-,304,624,8.857980995,-1.037,1.037,4.84173E-06,0.000113196,yes,2,1,1
12972,103.7,SELENOI,mRNA,NW_005054639.1:328342-339721,+,-,90,52,6.14974712,0.78,0.78,0.005543862,0.029808301,yes,2,0,0
559,103.6,AP3S1,mRNA,NW_005054620.1:94709-121124,+,-,1902,967,10.48633225,0.975,0.975,0.008509419,0.040967682,yes,2,0,0
4386,103.5,HAUS6,mRNA,NW_005054323.1:4092238-4123505,+,-,283,161,7.794415866,0.811,0.811,0.004200193,0.024583366,yes,2,0,0
7418,103.5,LOC102044099,transcript,NW_005054678.1:98100-122823,-,-,66,84,6.22881869,-0.355,0.355,0.188975882,0.351085118,no,2,0,0
13758,103.5,SPICE1,mRNA,NW_005054320.1:6544135-6580318,-,-,42,86,6,-1.035,1.035,0.000513242,0.005034956,yes,2,1,1
2694,103.2,DIPK2A,mRNA,NW_005054371.1:3332112-3348178,+,-,52,31,5.375039431,0.768,0.768,0.003703346,0.02233501,yes,2,0,0
5431,103.2,LIG3,mRNA,NW_005054387.1:1207211-1221903,-,-,400,196,8.21916852,1.032,1.032,1.93895E-08,1.03211E-06,yes,2,1,1
4813,103.1,IMPA1,mRNA,NW_005054344.1:13006-22683,-,-,217,144,7.495855027,0.595,0.595,1.94642E-05,0.000355673,yes,2,0,0
7199,102.9,LOC102042681,mRNA,NW_005054341.1:4766067-4773693,+,-,507,549,9.044394119,-0.116,0.116,0.608655216,0.748613687,no,2,0,0
8799,102.9,LOC115948809,lnc_RNA,NW_005054532.1:66810-68317,+,-,2295,1149,10.74986943,0.998,0.998,0.003925012,0.023338477,yes,2,0,0
