Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg fIFOR,avg fUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
11257,26.2,PDXP,mRNA,NW_005054334.1:3086358-3087867,+,-,192,273,7.861086906,-0.508,0.508,0.11546781,0.875361047,no,2,0,0
536,8.7,ANXA4,mRNA,NW_005054647.1:231441-238669,+,-,1564,2118,10.84627391,-0.438,0.438,0.305029727,1,no,2,0,0
1785,-15.4,CHD9,mRNA,NW_005054415.1:2347171-2425808,+,-,287,438,8.501837185,-0.61,0.61,0.192776271,0.957336805,no,2,0,0
7095,78,LOC102041865,mRNA,NW_005054416.1:1097325-1098978,-,-,328,363,8.4325419,-0.148,0.148,0.770623561,1,no,2,0,0
8426,5,LOC115948351,lnc_RNA,NW_005054381.1:3130491-3132749,-,-,38,44,5.357552005,-0.209,0.209,0.559357587,1,no,2,0,0
8645,-11.2,LOC115948612,lnc_RNA,NW_005054446.1:301197-305328,+,-,10,15,3.64385619,-0.546,0.546,0.311526123,1,no,2,0,0
9958,11.1,MIIP,mRNA,NW_005054446.1:1307229-1314309,-,-,377,264,8.324180547,0.513,0.513,0.173716511,0.942355431,no,2,0,0
12208,-17.4,RALGAPA1,mRNA,NW_005054301.1:8058246-8178900,+,-,86,110,6.614709844,-0.356,0.356,0.416269872,1,no,2,0,0
8638,3.6,LOC115948603,lnc_RNA,NW_005054441.1:1242365-1244973,-,-,60,68,6,-0.166,0.166,0.686068819,1,no,2,0,0
9335,15.2,LOC115949475,mRNA,NW_005054302.1:4702722-4763023,-,-,72,62,6.06608919,0.217,0.217,0.58663835,1,no,2,0,0
12489,17.2,RIN3,mRNA,NW_005054303.1:885676-951291,+,-,249,379,8.294620749,-0.604,0.604,0.156655432,0.938644041,no,2,0,0
13226,52.5,SLC12A9,mRNA,NW_005054309.1:3216382-3229153,-,-,593,307,8.813781191,0.949,0.949,0.078376417,0.81444311,no,2,0,0
14345,8.6,TFRC,mRNA,NW_005054309.1:2439912-2454573,+,-,144327,100804,16.90319342,0.518,0.518,0.1126338,0.871254095,no,2,0,0
1036,-24.7,BDP1,mRNA,NW_005054379.1:66805-115999,+,-,3408,4162,11.88607758,-0.288,0.288,0.253579302,0.986461213,no,2,0,0
2020,-14.3,CNTRL,mRNA,NW_005054329.1:1983569-2010842,-,-,107,155,7.033423002,-0.525,0.525,0.335523045,1,no,2,0,0
9803,-14.4,MDM1,mRNA,NW_005054310.1:6164294-6185435,+,-,86,92,6.475733431,-0.103,0.103,0.802414535,1,no,2,0,0
15406,-22.1,USP4,mRNA,NW_005054339.1:3253654-3291169,+,-,4279,4227,12.05426514,0.018,0.018,0.933391707,1,no,2,0,0
12396,11.5,RFC5,mRNA,NW_005054483.1:24925-26746,-,-,27,48,5.22881869,-0.82,0.82,0.145941964,0.919791699,no,2,0,0
12707,-10.2,RPS6KA6,mRNA,NW_005054349.1:4406084-4435214,+,-,270,371,8.324180547,-0.458,0.458,0.089318441,0.838812603,no,2,0,0
2825,31.5,DOK1,mRNA,NW_005054548.1:639978-643565,-,-,342,547,8.796039609,-0.675,0.675,0.217810753,0.97149648,no,2,0,0
11821,3.7,PRDX4,mRNA,NW_005054375.1:1432339-1439759,+,-,3246,2882,11.58120058,0.171,0.171,0.742292495,1,no,2,0,0
13162,-21.9,SHPK,mRNA,NW_005054368.1:3298490-3306465,-,-,20,35,4.781359714,-0.762,0.762,0.143396987,0.917017271,no,2,0,0
14838,-14.8,TRIM24,mRNA,NW_005054414.1:1218387-1258001,+,-,2168,2387,11.15323534,-0.139,0.139,0.641359572,1,no,2,0,0
9534,-12.5,LSG1,mRNA,NW_005054309.1:104556-115362,+,-,132,115,6.948367232,0.199,0.199,0.697400378,1,no,2,0,0
15688,40.1,XBP1,mRNA,NW_005054330.1:1048800-1056197,-,-,11616,11009,13.46563017,0.077,0.077,0.853666447,1,no,2,0,0
6959,49.7,LOC102040855,mRNA,NW_005054466.1:1229224-1328726,+,-,66,88,6.266786541,-0.393,0.393,0.514488373,1,no,2,0,0
7503,22.1,LOC102044587,mRNA,NW_005054425.1:1116256-1128372,-,-,298,242,8.076815597,0.303,0.303,0.336771326,1,no,2,0,0
9939,36.3,MICAL2,mRNA,NW_005054402.1:2249044-2304424,+,-,214,151,7.511752654,0.511,0.511,0.22782811,0.97296206,no,2,0,0
13012,14.2,SEPTIN5,mRNA,NW_005054330.1:3388019-3409634,-,-,959,1062,9.980853606,-0.147,0.147,0.768208167,1,no,2,0,0
1516,-34.6,CCT8,mRNA,NW_005054571.1:624006-632889,+,-,272,285,8.121533517,-0.071,0.071,0.885933883,1,no,2,0,0
6396,-1,LOC102037444,mRNA,NW_005054390.1:436662-439567,+,-,1155,1218,10.21249639,-0.077,0.077,0.795762148,1,no,2,0,0
13959,-10.5,STOML2,mRNA,NW_005054471.1:460422-466005,+,-,394,467,8.749869427,-0.242,0.242,0.345006074,1,no,2,0,0
631,-10.4,ARHGAP12,mRNA,NW_005054360.1:3192570-3262022,-,-,254,156,7.6794801,0.705,0.705,0.05506028,0.754521248,no,2,0,0
3635,2.4,FGFR4,mRNA,NW_005054308.1:9183735-9190651,+,-,46,100,6.189824559,-1.119,1.119,0.035758362,0.678695456,no,2,1,0
10687,74,NOP16,mRNA,NW_005054308.1:9028419-9030673,-,-,2052,2983,11.29777606,-0.54,0.54,0.215713228,0.969530797,no,2,0,0
14771,-0.7,TPM4,mRNA,NW_005054549.1:628301-636806,+,-,306,425,8.513727596,-0.472,0.472,0.361789669,1,no,2,0,0
9671,-18.8,MAP3K2,mRNA,NW_005054298.1:12555797-12589883,-,-,511,421,8.864186145,0.281,0.281,0.408284579,1,no,2,0,0
6698,-10.1,LOC102039365,mRNA,NW_005054390.1:7722-77459,-,-,43,61,5.700439718,-0.494,0.494,0.191869355,0.957014019,no,2,0,0
7590,-12.2,LOC102045048,transcript,NW_005054300.1:7802126-7804976,+,-,177,221,7.636624621,-0.318,0.318,0.480109162,1,no,2,0,0
12988,40.6,SEMA4C,mRNA,NW_005054684.1:142762-148929,-,-,80,133,6.73470962,-0.729,0.729,0.075553272,0.802667307,no,2,0,0
14404,21.8,TIGD5,mRNA,NW_005054587.1:559095-561953,+,-,29,29,4.857980995,0.016,0.016,0.977671255,1,no,2,0,0
15,6.5,AASDH,mRNA,NW_005054297.1:14341567-14359489,-,-,15,27,4.392317423,-0.801,0.801,0.184555406,0.957014019,no,2,0,0
8367,-73.8,LOC115948275,lnc_RNA,NW_005054370.1:548032-552361,-,-,566,870,9.487840034,-0.618,0.618,0.304665043,1,no,2,0,0
15766,-11.8,ZBED4,mRNA,NW_005054490.1:1014556-1033650,+,-,70,75,6.17990909,-0.075,0.075,0.882399062,1,no,2,0,0
13349,-31.1,SLC30A7,mRNA,NW_005054336.1:5337811-5366088,+,-,182,131,7.290018847,0.477,0.477,0.177239232,0.948635103,no,2,0,0
14671,15.6,TMX2,mRNA,NW_005054416.1:1806395-1808217,-,-,1235,1223,10.2632692,0.013,0.013,0.968162931,1,no,2,0,0
8551,23.8,LOC115948501,lnc_RNA,NW_005054416.1:1804841-1805201,-,-,148,181,7.361943774,-0.286,0.286,0.500102136,1,no,2,0,0
10080,-38.9,MPPE1,mRNA,NW_005054350.1:3884699-3897025,+,-,70,69,6.118941073,0.021,0.021,0.964115035,1,no,2,0,0
12364,23.5,REL,mRNA,NW_005054341.1:2293811-2317862,-,-,196,185,7.573647187,0.085,0.085,0.878090487,1,no,2,0,0
666,28.1,ARHGEF2,mRNA,NW_005054618.1:337974-358555,-,-,462,459,8.847057346,0.011,0.011,0.982318881,1,no,2,0,0
1008,13,BCDIN3D,mRNA,NW_005054610.1:175912-178089,+,-,358,332,8.430452552,0.112,0.112,0.600105693,1,no,2,0,0
3576,-16.6,FCHO2,mRNA,NW_005054476.1:1130348-1204641,-,-,1112,1225,10.19044202,-0.14,0.14,0.493141422,1,no,2,0,0
5816,26.2,LOC102033608,mRNA,NW_005054339.1:3001918-3003184,-,-,14,17,3.95419631,-0.28,0.28,0.596328877,1,no,2,0,0
9748,43.4,MBNL2,mRNA,NW_005054363.1:1625275-1719698,+,-,65,61,5.977279923,0.083,0.083,0.83835826,1,no,2,0,0
839,8.2,ATP11B,mRNA,NW_005054309.1:4286885-4437877,-,-,340,369,8.469641817,-0.113,0.113,0.833569581,1,no,2,0,0
1379,-47.3,CC2D1B,mRNA,NW_005054345.1:1447135-1475034,-,-,515,635,9.167418146,-0.302,0.302,0.476491087,1,no,2,0,0
12141,9,RAB37,mRNA,NW_005054370.1:3100934-3106653,-,-,424,454,8.77807713,-0.101,0.101,0.789972759,1,no,2,0,0
12492,-18.1,RIOK2,mRNA,NW_005054919.1:26034-37293,-,-,361,253,8.262094845,0.509,0.509,0.072113084,0.802521308,no,2,0,0
13651,-35.9,SNX24,mRNA,NW_005054404.1:1633497-1693798,-,-,20,18,4.247927513,0.142,0.142,0.730822736,1,no,2,0,0
15140,-8.7,TTC3,mRNA,NW_005054553.1:374677-439798,-,-,17742,15121,14.00417657,0.231,0.231,0.532596044,1,no,2,0,0
2362,4.8,CUNH18orf32,mRNA,NW_005054365.1:3390998-3394642,-,-,4630,5359,12.28612454,-0.211,0.211,0.459798391,1,no,2,0,0
4747,75,IGSF6,mRNA,NW_005054319.1:4288868-4295165,+,-,111,58,6.400879436,0.942,0.942,0.100520502,0.857286255,no,2,0,0
6024,-4.4,LOC102035003,mRNA,NW_005054334.1:3355966-3378209,-,-,203,238,7.784634846,-0.228,0.228,0.577676204,1,no,2,0,0
11056,-15.2,PAIP1,mRNA,NW_005054335.1:5950529-5985969,+,-,359,334,8.436711542,0.107,0.107,0.745946018,1,no,2,0,0
2112,39.2,COQ6,mRNA,NW_005054301.1:6636042-6646701,-,-,458,515,8.926295995,-0.171,0.171,0.667345555,1,no,2,0,0
8198,63.9,LOC115948036,mRNA,NW_005054343.1:4249758-4252426,+,-,300,302,8.233619677,-0.006,0.006,0.989900662,1,no,2,0,0
11075,7.3,PANX1,mRNA,NW_005054302.1:10127739-10144390,-,-,83,70,6.257387843,0.248,0.248,0.510746151,1,no,2,0,0
3074,1.1,EIF3F,mRNA,NW_005054300.1:12133041-12137750,+,-,2234,2518,11.21431912,-0.172,0.172,0.567438328,1,no,2,0,0
9819,-9.3,MED14,mRNA,NW_005054374.1:2827107-2860294,-,-,1050,911,9.93737382,0.205,0.205,0.231259932,0.976709745,no,2,0,0
15962,-11.3,ZNF706,mRNA,NW_005054353.1:1758073-1762124,-,-,4008,4362,12.03101191,-0.122,0.122,0.726871644,1,no,2,0,0
2293,-12.4,CTSD,mRNA,NW_005054312.1:10539071-10554005,-,-,49243,41527,15.46992794,0.246,0.246,0.524386387,1,no,2,0,0
364,13.9,AKR7A2,mRNA,NW_005054473.1:174924-179078,-,-,179,174,7.463524373,0.042,0.042,0.888989595,1,no,2,0,0
7253,10.9,LOC102043013,mRNA,NW_005054329.1:5105910-5111961,-,-,1062,1297,10.2039597,-0.288,0.288,0.585569359,1,no,2,0,0
9075,-10.2,LOC115949191,mRNA,NW_005055002.1:24851-27846,-,-,708,558,9.306061689,0.346,0.346,0.396537066,1,no,2,0,0
11190,29.9,PDCD2,mRNA,NW_005054348.1:4705245-4710664,+,-,72,92,6.357552005,-0.363,0.363,0.43433607,1,no,2,0,0
13592,-11.6,SMYD4,transcript,NW_005054387.1:2155991-2183274,-,-,405,408,8.667111542,-0.007,0.007,0.974500673,1,no,2,0,0
4891,29.6,IQGAP1,mRNA,NW_005054366.1:3830481-3886441,+,-,1083,1019,10.03754695,0.088,0.088,0.86008923,1,no,2,0,0
11175,-7.8,PCSK5,mRNA,NW_005054352.1:3133683-3363221,-,-,79,40,5.894817763,1.022,1.022,0.005778593,0.438505039,no,2,1,0
15580,21.2,WDHD1,mRNA,NW_005054303.1:13470844-13497350,+,-,582,388,8.921840937,0.584,0.584,0.202796456,0.963526174,no,2,0,0
498,9.1,ANKRD44,mRNA,NW_005054298.1:26435291-26509030,+,-,710,722,9.483815777,-0.023,0.023,0.963733527,1,no,2,0,0
2169,-7.9,CRADD,mRNA,NW_005054331.1:3391691-3467047,+,-,54,46,5.64385619,0.243,0.243,0.608647115,1,no,2,0,0
2536,-12.5,DCP2,mRNA,NW_005054601.1:251566-267519,-,-,761,921,9.71596199,-0.276,0.276,0.20666016,0.966180406,no,2,0,0
4207,-7.8,GPR65,mRNA,NW_005054301.1:1010586-1016790,-,-,128,107,6.876516947,0.266,0.266,0.625636555,1,no,2,0,0
5558,-7.7,LOC102031840,mRNA,NW_005054365.1:3709754-3726881,+,-,477,619,9.098032083,-0.374,0.374,0.450803585,1,no,2,0,0
13760,-10.3,SPIN1,mRNA,NW_005054355.1:791448-853032,+,-,1489,1177,10.38046107,0.34,0.34,0.029399033,0.638990897,no,2,0,0
3783,-43.7,FUBP1,mRNA,NW_005054347.1:820867-853484,+,-,1552,1314,10.48482289,0.24,0.24,0.544152449,1,no,2,0,0
10094,-25.8,MRGBP,mRNA,NW_005054337.1:530723-534397,+,-,144,177,7.326429487,-0.286,0.286,0.491777892,1,no,2,0,0
11608,-12.5,PMS2,mRNA,NW_005054319.1:4075169-4086010,-,-,79,86,6.366322214,-0.115,0.115,0.795844268,1,no,2,0,0
13905,4.9,STARD10,mRNA,NW_005054571.1:292809-299839,-,-,146,126,7.087462841,0.213,0.213,0.561318108,1,no,2,0,0
14269,-5.7,TDRD7,mRNA,NW_005054379.1:618920-660852,+,-,50,54,5.700439718,-0.123,0.123,0.761138189,1,no,2,0,0
5172,-3.8,KIAA1841,mRNA,NW_005054341.1:2237298-2259111,-,-,39,43,5.357552005,-0.128,0.128,0.774024272,1,no,2,0,0
11771,19.4,PPP1R9B,mRNA,NW_005054697.1:6-7086,+,-,340,260,8.22881869,0.387,0.387,0.472787064,1,no,2,0,0
13307,26.7,SLC25A4,mRNA,NW_005054297.1:18470885-18473141,-,-,27,14,4.357552005,0.996,0.996,0.032707024,0.662702337,no,2,0,0
15275,-54.2,UBE3C,mRNA,NW_005054424.1:1204933-1275245,-,-,378,309,8.424166289,0.291,0.291,0.417270272,1,no,2,0,0
14184,9.2,TBC1D24,mRNA,NW_005054383.1:472000-503568,-,-,34,52,5.426264755,-0.596,0.596,0.244674446,0.985124273,no,2,0,0
1460,-12.5,CCDC88C,mRNA,NW_005054303.1:379919-475634,-,-,155,255,7.6794801,-0.721,0.721,0.173534496,0.942355431,no,2,0,0
10867,0.3,NUP35,mRNA,NW_005054606.1:452741-459832,+,-,62,70,6.044394119,-0.185,0.185,0.693591911,1,no,2,0,0
15307,-3.9,UCHL3,mRNA,NW_005054327.1:4076176-4118535,-,-,28,25,4.727920455,0.17,0.17,0.720133065,1,no,2,0,0
1925,13.3,CLN6,mRNA,NW_005054366.1:2767853-2774427,-,-,47,27,5.209453366,0.816,0.816,0.154607946,0.938369445,no,2,0,0
6646,15.5,LOC102039046,mRNA,NW_005054687.1:145535-159718,-,-,571,709,9.321928095,-0.311,0.311,0.556286922,1,no,2,0,0
507,34.1,ANKRD9,mRNA,NW_005054303.1:6054899-6057161,-,-,998,700,9.729620744,0.512,0.512,0.229253999,0.975802587,no,2,0,0
3782,-5.1,FTSJ3,mRNA,NW_005054524.1:878847-887845,+,-,1792,2477,11.05968245,-0.468,0.468,0.053168612,0.741205519,no,2,0,0
9966,10.9,MINPP1,mRNA,NW_005054615.1:38069-53823,+,-,268,302,8.154818109,-0.168,0.168,0.524290191,1,no,2,0,0
15429,21.6,UTP18,mRNA,NW_005054370.1:3744208-3752872,+,-,2215,2774,11.28453495,-0.325,0.325,0.466446139,1,no,2,0,0
1239,-23.4,CACNA1G,mRNA,NW_005054370.1:3317859-3416026,+,-,341,446,8.620219826,-0.388,0.388,0.451684461,1,no,2,0,0
3183,-49.4,ENTPD6,mRNA,NW_005054341.1:5807323-5820316,+,-,40,35,5.22881869,0.22,0.22,0.620846725,1,no,2,0,0
9663,3.7,MAP2K5,mRNA,NW_005054366.1:2558206-2674992,+,-,345,439,8.614709844,-0.347,0.347,0.394399896,1,no,2,0,0
12702,8.4,RPS6,mRNA,NW_005054323.1:3972493-3976831,+,-,22397,28128,14.6247098,-0.329,0.329,0.28896453,1,no,2,0,0
7883,1.8,LOC106632250,mRNA,NW_005054309.1:10410591-10412150,+,-,808,1519,10.1842555,-0.912,0.912,0.041105007,0.696262542,no,2,0,0
12679,15.3,RPS12,mRNA,NW_005054392.1:2509501-2512857,-,-,22893,32837,14.76616653,-0.52,0.52,0.281636801,0.996428437,no,2,0,0
9812,-44.2,MECR,mRNA,NW_005054428.1:345534-352642,-,-,408,232,8.321928095,0.813,0.813,0.080422813,0.822863343,no,2,0,0
9257,-48.1,LOC115949393,lnc_RNA,NW_005057725.1:124-2237,+,-,90,95,6.531381461,-0.079,0.079,0.840734491,1,no,2,0,0
9444,-22.2,LRCH1,mRNA,NW_005054322.1:3653771-3716366,+,-,261,222,7.915879379,0.228,0.228,0.524932433,1,no,2,0,0
13194,-33.3,SIRT5,mRNA,NW_005054325.1:4752187-4761218,+,-,1029,1708,10.41837972,-0.731,0.731,0.096580868,0.852538491,no,2,0,0
13990,-21.7,STX7,mRNA,NW_005054392.1:2594772-2625592,+,-,597,579,9.199672345,0.045,0.045,0.901214763,1,no,2,0,0
2649,7.5,DHCR24,mRNA,NW_005054345.1:2443575-2457671,-,-,54,105,6.312882955,-0.962,0.962,0.071048174,0.80130621,no,2,0,0
1810,-92.6,CHORDC1,mRNA,NW_005054302.1:11927574-11942246,+,-,2463,1429,10.92629599,0.786,0.786,0.170494,0.94160808,no,2,0,0
3004,-16.1,EEF1AKMT1,mRNA,NW_005054302.1:3508933-3518513,+,-,30,47,5.266786541,-0.641,0.641,0.179406991,0.951891635,no,2,0,0
3590,28.4,FEN1,mRNA,NW_005054416.1:2217200-2219071,-,-,182,194,7.554588852,-0.085,0.085,0.827586368,1,no,2,0,0
12703,7.6,RPS6KA1,mRNA,NW_005054436.1:546544-570465,-,-,653,771,9.475733431,-0.24,0.24,0.68589564,1,no,2,0,0
13489,-1.1,SLC9A9,mRNA,NW_005054371.1:3134789-3307345,-,-,65,66,6.033423002,-0.018,0.018,0.972483319,1,no,2,0,0
3116,3.4,ELMOD3,mRNA,NW_005054674.1:43684-49069,-,-,196,346,8.082149041,-0.813,0.813,0.039870009,0.696262542,no,2,0,0
8015,-11.4,LOC115947808,lnc_RNA,NW_005054319.1:6796658-6847969,-,-,291,190,7.909893084,0.61,0.61,0.204008838,0.963526174,no,2,0,0
5350,9.8,LARGE2,mRNA,NW_005054312.1:2268675-2277379,+,-,32,42,5.209453366,-0.389,0.389,0.353780375,1,no,2,0,0
1688,31.8,CEP170,mRNA,NW_005054299.1:13933057-14004917,-,-,226,187,7.689997971,0.272,0.272,0.597395822,1,no,2,0,0
4292,-23.7,GSAP,mRNA,NW_005054354.1:3702598-3743954,-,-,73,116,6.562242424,-0.668,0.668,0.18705014,0.957014019,no,2,0,0
5902,-68.4,LOC102034202,lnc_RNA,NW_005054591.1:40005-41071,+,-,49,87,6.087462841,-0.839,0.839,0.019387326,0.598528436,no,2,0,0
12972,26.7,SELENOI,mRNA,NW_005054639.1:328342-339721,+,-,50,39,5.475733431,0.359,0.359,0.451194195,1,no,2,0,0
384,-6,ALG1,mRNA,NW_005054383.1:1326926-1336283,-,-,57,90,6.199672345,-0.663,0.663,0.139074871,0.914524648,no,2,0,0
7160,-18.4,LOC102042349,mRNA,NW_005054344.1:4683370-4697843,+,-,215,187,7.651051691,0.196,0.196,0.543261602,1,no,2,0,0
823,-26.6,ATG4C,mRNA,NW_005054345.1:4927405-4947670,+,-,547,546,9.094077686,0.006,0.006,0.98539039,1,no,2,0,0
11024,14.1,P2RY2,mRNA,NW_005054530.1:304249-307405,+,-,604,692,9.339850003,-0.198,0.198,0.673216141,1,no,2,0,0
15205,-3.5,TXN2,mRNA,NW_005054334.1:2519874-2526826,-,-,2137,2599,11.20945337,-0.283,0.283,0.373103232,1,no,2,0,0
4519,-24.5,HMGCR,mRNA,NW_005054476.1:197612-213762,-,-,1581,1114,10.39606956,0.504,0.504,0.051953771,0.736554107,no,2,0,0
8643,-15.6,LOC115948608,mRNA,NW_005054445.1:1342562-1347357,+,-,1090,1034,10.05256805,0.077,0.077,0.863614986,1,no,2,0,0
14011,-19.5,SUGT1,mRNA,NW_005054322.1:1145587-1171389,-,-,704,763,9.518653156,-0.115,0.115,0.720949376,1,no,2,0,0
6575,38.8,LOC102038576,mRNA,NW_005054368.1:3101700-3108161,-,-,399,358,8.56414949,0.156,0.156,0.747211482,1,no,2,0,0
9978,-5.4,MKNK1,mRNA,NW_005054347.1:4141293-4162566,-,-,137,89,6.820178962,0.618,0.618,0.200660301,0.962051284,no,2,0,0
12112,3.9,RAB11FIP2,mRNA,NW_005054451.1:1277888-1310147,+,-,151,166,7.30833903,-0.137,0.137,0.795809806,1,no,2,0,0
12828,-32.3,SAMHD1,mRNA,NW_005054481.1:609470-632485,-,-,326,250,8.169925001,0.385,0.385,0.303679386,1,no,2,0,0
9494,-46.6,LRRC45,transcript,NW_005054578.1:167312-180893,-,-,964,1366,10.18611424,-0.502,0.502,0.168949656,0.94160808,no,2,0,0
9919,-28.9,MGAT3,mRNA,NW_005054334.1:3753380-3754930,+,-,176,178,7.46760555,-0.022,0.022,0.960025712,1,no,2,0,0
2180,30.8,CREB3L3,mRNA,NW_005054621.1:177764-181624,-,-,17,23,4.321928095,-0.509,0.509,0.380870222,1,no,2,0,0
10877,-6.9,NUP93,mRNA,NW_005054343.1:2572802-2648438,+,-,90,118,6.700439718,-0.375,0.375,0.43276338,1,no,2,0,0
6373,-34.1,LOC102037265,mRNA,NW_005054335.1:3090300-3109394,+,-,258,344,8.233619677,-0.415,0.415,0.250208135,0.986461213,no,2,0,0
10830,-8.4,NUBP2,mRNA,NW_005054383.1:1550342-1552984,+,-,1499,1839,10.70476824,-0.295,0.295,0.25975376,0.987092931,no,2,0,0
11416,24.8,PIGT,mRNA,NW_005054337.1:4397908-4405257,+,-,2884,3352,11.60640521,-0.217,0.217,0.466083538,1,no,2,0,0
11747,-8,PPME1,mRNA,NW_005054627.1:363626-376222,-,-,570,564,9.147204925,0.016,0.016,0.94982873,1,no,2,0,0
15707,23.8,XPO4,mRNA,NW_005054302.1:3445328-3497643,+,-,18,18,4.169925001,0.104,0.104,0.842782996,1,no,2,0,0
1526,-8,CD247,mRNA,NW_005054338.1:2382064-2427645,+,-,111,120,6.851749041,-0.108,0.108,0.832771945,1,no,2,0,0
6557,69.5,LOC102038474,mRNA,NW_005054725.1:6962-30358,-,-,325,514,8.712527,-0.661,0.661,0.201203995,0.962051284,no,2,0,0
8095,-42.4,LOC115947917,mRNA,NW_005054330.1:6597393-6604727,-,-,134,154,7.169925001,-0.204,0.204,0.564214292,1,no,2,0,0
11733,-21.4,PPIP5K1,mRNA,NW_005054366.1:3692844-3731658,+,-,88,166,6.988684687,-0.925,0.925,0.031509457,0.653485235,no,2,0,0
911,-24,ATXN1,mRNA,NW_005054325.1:5860842-6016345,-,-,164,158,7.330916878,0.056,0.056,0.896729832,1,no,2,0,0
5034,-1.6,KCMF1,mRNA,NW_005054355.1:4519443-4543626,+,-,1118,1128,10.13314221,-0.011,0.011,0.96607258,1,no,2,0,0
14419,67.8,TIPARP,mRNA,NW_005054309.1:11068144-11093607,-,-,465,276,8.533329732,0.753,0.753,0.13281341,0.9085285,no,2,0,0
177,18.3,ADAM15,mRNA,NW_005054582.1:119696-126839,+,-,538,447,8.943979914,0.267,0.267,0.571233254,1,no,2,0,0
1537,16.2,CD48,mRNA,NW_005054739.1:50694-54928,+,-,903,841,9.768184325,0.102,0.102,0.781228133,1,no,2,0,0
10768,44.8,NRGN,mRNA,NW_005054541.1:419295-422113,-,-,176,220,7.62935662,-0.321,0.321,0.476167028,1,no,2,0,0
9699,-29.7,MAPK9,mRNA,NW_005054308.1:5108647-5131048,-,-,422,425,8.726218159,-0.007,0.007,0.986688328,1,no,2,0,0
9869,11.8,METRNL,mRNA,NW_005054370.1:196085-218852,-,-,130,166,7.209453366,-0.36,0.36,0.449628711,1,no,2,0,0
12151,12.7,RAB40C,mRNA,NW_005054383.1:1107530-1145715,-,-,2660,3257,11.53065018,-0.292,0.292,0.272133457,0.994388604,no,2,0,0
2506,-6,DBR1,mRNA,NW_005054380.1:282259-295443,+,-,622,634,9.294620749,-0.029,0.029,0.932323594,1,no,2,0,0
4450,9.2,HERPUD1,mRNA,NW_005054343.1:4203764-4209255,-,-,1410,1676,10.59152235,-0.25,0.25,0.398852045,1,no,2,0,0
12265,92.7,RASSF1,mRNA,NW_005054339.1:1553781-1559707,+,-,58,86,6.169925001,-0.578,0.578,0.174566182,0.943561282,no,2,0,0
13465,-7.4,SLC6A9,mRNA,NW_005054347.1:2428024-2432645,-,-,1154,957,10.04371086,0.269,0.269,0.430181077,1,no,2,0,0
15142,-8.7,TTC33,mRNA,NW_005054401.1:2325243-2367932,-,-,1522,1110,10.36194377,0.455,0.455,0.10014375,0.856618679,no,2,0,0
1855,17.1,CIAO2B,mRNA,NW_005054445.1:1732601-1736552,-,-,87,75,6.339850003,0.228,0.228,0.584653333,1,no,2,0,0
12314,17.9,RBM7,mRNA,NW_005054447.1:1332003-1335811,-,-,992,1066,10.00702727,-0.104,0.104,0.822789115,1,no,2,0,0
12846,12.8,SASH3,mRNA,NW_005054504.1:636620-638756,-,-,402,425,8.691743519,-0.081,0.081,0.873504322,1,no,2,0,0
13483,-6.2,SLC9A3R1,mRNA,NW_005054370.1:3089148-3100027,-,-,3861,3481,11.8419574,0.149,0.149,0.715867071,1,no,2,0,0
14807,-13.1,TRAM1,mRNA,NW_005054346.1:1128749-1145648,+,-,1730,1626,10.712527,0.089,0.089,0.733154661,1,no,2,0,0
2694,-2.9,DIPK2A,mRNA,NW_005054371.1:3332112-3348178,+,-,37,29,5.044394119,0.37,0.37,0.426634061,1,no,2,0,0
5471,-22.2,LMBRD2,mRNA,NW_005054401.1:498971-520093,-,-,615,700,9.360847084,-0.186,0.186,0.52065697,1,no,2,0,0
9580,-55.2,LYRM9,transcript,NW_005054368.1:571088-600844,+,-,260,186,7.8008999,0.484,0.484,0.185207706,0.957014019,no,2,0,0
1327,-7.5,CARNMT1,mRNA,NW_005054352.1:3486362-3504009,+,-,626,713,9.386940245,-0.188,0.188,0.39006047,1,no,2,0,0
1953,1.3,CMAS,mRNA,NW_005054574.1:486924-499467,+,-,42,49,5.50779464,-0.209,0.209,0.656566227,1,no,2,0,0
4813,-20,IMPA1,mRNA,NW_005054344.1:13006-22683,-,-,147,126,7.092757141,0.216,0.216,0.389532136,1,no,2,0,0
13543,-17.6,SMC5,mRNA,NW_005054635.1:273080-320856,+,-,475,438,8.83447105,0.116,0.116,0.594597179,1,no,2,0,0
9433,4.9,LPCAT3,mRNA,NW_005054320.1:8236190-8243137,-,-,330,316,8.335390355,0.06,0.06,0.897487321,1,no,2,0,0
3061,-44.6,EIF2AK4,mRNA,NW_005054301.1:15211969-15255120,+,-,307,380,8.424166289,-0.309,0.309,0.259093766,0.987092931,no,2,0,0
5312,37.6,L2HGDH,mRNA,NW_005054303.1:14950300-14963546,+,-,136,136,7.087462841,0.005,0.005,0.988811975,1,no,2,0,0
12803,55.8,S100A10,mRNA,NW_005054921.1:15365-20378,-,-,2329,1211,10.78953364,0.945,0.945,0.014707884,0.562768156,no,2,0,0
13762,38.2,SPINT1,mRNA,NW_005054312.1:1840428-1858917,-,-,78,64,6.14974712,0.288,0.288,0.570442102,1,no,2,0,0
