Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mUCRA,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
382,0,ALDOB,mRNA,NW_005054873.1:37852-47789,+,-,4,1,1.3,2.7,2.7,0.06,0.18,no,0,1,0
3762,-166,FRRS1L,mRNA,NW_005054311.1:2525161-2538862,-,-,1,0,-1.0,1.9,1.9,0.18,0.36,no,0,1,0
8998,0,LOC115949085,mRNA,NW_005054753.1:59081-59980,-,+,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
11174,426,PCSK4,mRNA,NW_005054491.1:1050136-1056699,+,-,1,0,-1.0,2.2,2.2,0.28,NA,no,0,1,0
2011,0,CNTN1,mRNA,NW_005054411.1:149650-276791,-,-,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
4464,-117,HGD,mRNA,NW_005054320.1:6068069-6091699,-,-,1,1,0.0,1.4,1.4,0.33,NA,no,0,1,0
1659,-30,CEMIP,mRNA,NW_005054313.1:1679480-1727887,+,-,6,2,2.0,1.6,1.6,0.08,0.21,no,0,1,0
9626,-424,MAL2,mRNA,NW_005054321.1:3532479-3541077,+,-,0,1,-1.0,-2.8,2.8,0.06,NA,no,0,1,0
8577,-422,LOC115948532,mRNA,NW_005054423.1:1061226-1080958,+,-,0,2,0.0,-1.6,1.6,0.25,0.46,no,0,1,0
4657,-421,HTR4,mRNA,NW_005054308.1:11172595-11224718,+,-,1,1,0.0,0.0,0.0,0.98,0.99,no,0,0,0
3805,133,FZD3,mRNA,NW_005054576.1:386242-441897,-,-,1,0,-1.0,1.6,1.6,0.35,NA,no,0,1,0
6553,-420,LOC102038438,mRNA,NW_005055397.1:1-8607,+,-,0,2,0.0,-3.1,3.1,0.08,NA,no,0,1,0
8340,-69,LOC115948234,lnc_RNA,NW_005054364.1:3747945-3751338,+,-,4,3,1.8,0.2,0.2,0.80,0.89,no,0,0,0
883,-134,ATP6V0D2,mRNA,NW_005054344.1:1606357-1626154,+,-,1,0,-1.0,0.7,0.7,0.66,0.80,no,0,0,0
9424,-27,LOXL3,mRNA,NW_005054548.1:676610-690820,+,-,2,3,1.3,-0.5,0.5,0.65,0.80,no,0,0,0
4473,0,HHIPL2,mRNA,NW_005054299.1:2353-12521,+,-,1,0,-1.0,1.4,1.4,0.53,NA,no,0,1,0
3218,-347,EPHX4,mRNA,NW_005054336.1:2829270-2845639,+,-,0,0,-3.3,0.0,0.0,1.00,1.00,no,0,0,0
13090,0,SGK2,mRNA,NW_005054337.1:5994831-6013470,+,-,0,3,0.6,-4.1,4.1,0.01,0.07,no,0,1,0
2772,0,DNAJB8,mRNA,NW_005054339.1:5737512-5738223,+,-,0,3,0.6,-3.7,3.7,0.40,NA,no,0,1,0
13676,-346,SOD3,mRNA,NW_005054297.1:4890411-4891908,+,-,1,11,2.6,-3.5,3.5,0.07,0.20,no,1,1,0
9522,0,LRRN1,mRNA,NW_005054420.1:917018-920857,+,-,0,0,-3.3,0.0,0.0,0.79,NA,no,0,0,0
10059,2,MOV10L1,mRNA,NW_005054324.1:6140321-6169443,-,-,1,4,1.3,-2.8,2.8,0.01,0.06,no,0,1,0
11560,0,PLIN1,mRNA,NW_005054313.1:1091225-1097010,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
7544,0,LOC102044810,mRNA,NW_005054380.1:2074471-2081857,-,-,1,4,1.3,-2.6,2.6,0.01,0.06,no,0,1,0
11928,1,PSD2,mRNA,NW_005054386.1:422390-456792,-,-,0,0,-3.3,0.0,0.0,0.77,NA,no,0,0,0
8880,0,LOC115948907,guide_RNA,NW_005054609.1:209882-210151,-,-,2,1,0.6,2.0,2.0,0.15,NA,no,0,1,0
5086,1,KCNMB4,mRNA,NW_005054310.1:5466813-5489025,-,-,1,1,0.0,-0.9,0.9,0.52,NA,no,0,0,0
4613,2,HSD17B2,mRNA,NW_005054503.1:733556-745634,-,-,0,2,0.0,-2.7,2.7,0.12,NA,no,0,1,0
2144,0,CPNE4,mRNA,NW_005054361.1:3215142-3404161,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
8553,0,LOC115948503,lnc_RNA,NW_005054416.1:982005-994332,+,-,0,0,-3.3,0.0,0.0,0.56,NA,no,0,0,0
1590,0,CDH13,mRNA,NW_005054503.1:55742-502503,-,-,1,0,-1.0,0.9,0.9,0.68,NA,no,0,0,0
3558,73,FBXO40,mRNA,NW_005054320.1:7717359-7726776,+,-,3,1,1.0,1.7,1.7,0.11,0.26,no,0,1,0
8246,0,LOC115948121,lnc_RNA,NW_005054349.1:1513243-1529483,-,-,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
12654,172,RPL3L,mRNA,NW_005054399.1:1505818-1513803,-,-,4,2,1.6,0.8,0.8,0.38,0.58,no,0,0,0
1900,0,CLDN18,mRNA,NW_005054380.1:1174852-1191254,-,-,0,3,0.6,-3.8,3.8,0.38,NA,no,0,1,0
12316,-401,RBMS3,mRNA,NW_005054351.1:2982881-3675190,+,-,1,1,0.0,-1.3,1.3,0.36,0.57,no,0,1,0
7162,-401,LOC102042359,mRNA,NW_005054388.1:1655069-1668238,-,-,0,4,1.0,-3.6,3.6,0.01,0.06,no,0,1,0
8377,0,LOC115948285,guide_RNA,NW_005054370.1:1512339-1512494,-,-,3,0,0.6,2.5,2.5,0.12,NA,no,0,1,0
14132,-150,TAF4B,mRNA,NW_005054305.1:3672847-3730099,+,-,0,3,0.6,-3.2,3.2,0.04,NA,no,0,1,0
12381,0,RET,mRNA,NW_005054300.1:16497359-16570433,+,-,0,0,-3.3,0.0,0.0,0.65,NA,no,0,0,0
1716,4,CERKL,mRNA,NW_005054298.1:22114938-22166341,-,-,2,0,0.0,3.0,3.0,0.50,NA,no,0,1,0
9096,-202,LOC115949217,pseudogene,NW_005055098.1:11417-16848,+,-,2,0,0.0,2.6,2.6,0.05,0.15,no,0,1,0
4174,-396,GPR149,mRNA,NW_005054309.1:11372204-11380873,+,-,2,4,1.6,-1.1,1.1,0.40,0.60,no,0,1,0
12590,0,ROBO2,mRNA,NW_005054539.1:66860-220564,+,-,0,0,-3.3,0.0,0.0,0.86,NA,no,0,0,0
10818,-393,NTNG1,mRNA,NW_005054357.1:525159-671189,+,-,0,1,-1.0,-0.7,0.7,0.64,NA,no,0,0,0
3156,-126,ENDOD1,mRNA,NW_005054302.1:9904839-9914495,-,-,1,2,0.6,-1.3,1.3,0.25,0.45,no,0,1,0
6782,0,LOC102039844,mRNA,NW_005054726.1:87780-91158,+,-,0,0,-3.3,0.0,0.0,0.96,NA,no,0,0,0
756,4,ASB12,mRNA,NW_005054500.1:157173-161344,+,-,0,0,-3.3,0.0,0.0,0.75,NA,no,0,0,0
3415,0,FAM162B,mRNA,NW_005054306.1:6640295-6647207,-,-,1,1,0.0,0.6,0.6,0.67,NA,no,0,0,0
14042,0,SV2C,mRNA,NW_005054440.1:1629883-1718414,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
10299,-116,MYH15,mRNA,NW_005054391.1:2876507-2919371,-,-,0,3,0.6,-3.9,3.9,0.01,0.05,no,0,1,0
10987,-152,OTOA,mRNA,NW_005054319.1:4249263-4285269,-,-,0,2,0.0,-2.9,2.9,0.09,0.24,no,0,1,0
845,-300,ATP13A4,mRNA,NW_005054309.1:424878-461588,+,-,0,0,-3.3,0.0,0.0,0.71,NA,no,0,0,0
11240,388,PDLIM3,mRNA,NW_005054297.1:18279877-18303186,+,-,1,0,-1.0,1.4,1.4,0.47,NA,no,0,1,0
9322,0,LOC115949459,lnc_RNA,NW_005066090.1:1-254,+,-,0,0,-3.3,0.0,0.0,0.87,NA,no,0,0,0
5090,23,KCNQ2,mRNA,NW_005054337.1:1224484-1298930,-,-,4,8,2.6,-0.9,0.9,0.38,0.59,no,0,0,0
5613,388,LOC102032288,mRNA,NW_005054398.1:1755246-1762283,+,-,1,0,-1.0,1.5,1.5,0.33,NA,no,0,1,0
13613,0,SNPH,mRNA,NW_005054337.1:2302978-2308800,-,-,3,0,0.6,3.6,3.6,0.41,NA,no,0,1,0
7472,0,LOC102044406,mRNA,NW_005054367.1:1397659-1418238,+,-,0,0,-3.3,0.0,0.0,0.67,NA,no,0,0,0
6741,78,LOC102039634,mRNA,NW_005055141.1:3986-11292,+,-,27,24,4.7,0.2,0.2,0.85,0.92,no,2,0,0
13197,1,SIX1,mRNA,NW_005054303.1:11236497-11239976,+,-,0,0,-3.3,0.0,0.0,0.77,NA,no,0,0,0
12917,0,SDC2,mRNA,NW_005054344.1:5595932-5620798,+,-,0,2,0.0,-2.4,2.4,0.13,NA,no,0,1,0
13747,385,SPEF1,mRNA,NW_005054745.1:14189-25655,+,-,0,0,-3.3,0.0,0.0,0.85,NA,no,0,0,0
11911,4,PRRX1,mRNA,NW_005054421.1:1723222-1758790,-,-,4,2,1.6,1.5,1.5,0.26,0.46,no,0,1,0
9126,0,LOC115949249,mRNA,NW_005055230.1:5690-12033,+,-,0,2,0.0,-2.2,2.2,0.25,NA,no,0,1,0
9850,0,MEIOB,mRNA,NW_005054399.1:1412924-1425184,-,-,0,2,0.0,-3.7,3.7,0.08,NA,no,0,1,0
5639,0,LOC102032444,lnc_RNA,NW_005054341.1:2418794-2423008,-,-,0,1,-1.0,-1.7,1.7,0.35,NA,no,0,1,0
10661,0,NMUR1,mRNA,NW_005054309.1:2850033-2853040,-,-,0,3,0.6,-3.8,3.8,0.04,NA,no,0,1,0
2541,15,DCT,mRNA,NW_005054363.1:575820-594169,-,-,1,1,0.0,0.6,0.6,0.71,0.84,no,0,0,0
5904,0,LOC102034219,mRNA,NW_005054314.1:9196461-9218251,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
7411,4,LOC102044068,mRNA,NW_005054355.1:4832775-4853633,+,-,1,0,-1.0,1.1,1.1,0.57,NA,no,0,1,0
1354,1,CAV2,mRNA,NW_005054324.1:1113441-1204450,+,-,2,5,1.8,-1.9,1.9,0.11,0.26,no,0,1,0
6808,0,LOC102039986,mRNA,NW_005054353.1:9644-103321,+,-,0,0,-3.3,0.0,0.0,0.73,NA,no,0,0,0
2048,172,COL24A1,mRNA,NW_005054336.1:935908-1054674,-,-,2,4,1.6,-0.9,0.9,0.36,0.56,no,0,0,0
11466,-150,PIWIL2,mRNA,NW_005054703.1:69343-86361,-,-,2,2,1.0,0.2,0.2,0.85,0.93,no,0,0,0
15751,-102,YTHDC2,mRNA,NW_005054601.1:32958-54730,-,-,6,3,2.2,1.3,1.3,0.25,0.45,no,0,1,0
1973,-1,CNGA1,mRNA,NW_005054297.1:12386138-12390647,-,-,0,0,-3.3,0.0,0.0,0.76,NA,no,0,0,0
14676,-377,TNFAIP2,mRNA,NW_005054303.1:6603817-6620229,+,-,1,1,0.0,-1.3,1.3,0.41,0.61,no,0,1,0
10760,0,NRCAM,mRNA,NW_005054411.1:393997-495950,-,-,0,1,-1.0,-2.2,2.2,0.34,NA,no,0,1,0
12801,0,RYR3,mRNA,NW_005054301.1:14363044-14557054,+,-,0,2,0.0,-3.3,3.3,0.18,NA,no,0,1,0
13112,2,SH3BGR,mRNA,NW_005054572.1:593678-620413,+,-,0,0,-3.3,0.0,0.0,0.99,NA,no,0,0,0
10019,-199,MMP2,mRNA,NW_005054343.1:1176000-1205301,+,-,0,1,-1.0,-1.8,1.8,0.23,NA,no,0,1,0
5424,3,LHX4,mRNA,NW_005054493.1:721369-726188,+,-,0,0,-3.3,0.0,0.0,0.83,NA,no,0,0,0
12485,10,RIMS2,mRNA,NW_005054353.1:2647867-3005149,+,-,3,2,1.3,0.7,0.7,0.41,0.61,no,0,0,0
3871,0,GALNT5,mRNA,NW_005054523.1:448447-458752,+,-,0,2,0.0,-2.7,2.7,0.11,NA,no,0,1,0
6186,-374,LOC102036122,mRNA,NW_005054304.1:15340079-15347028,+,-,0,1,-1.0,-2.5,2.5,0.16,NA,no,0,1,0
6272,115,LOC102036633,mRNA,NW_005054314.1:8369360-8376127,+,-,12,60,5.2,-2.4,2.4,0.04,0.13,no,2,1,0
692,0,ARL14,mRNA,NW_005054309.1:10374984-10376029,+,-,1,2,0.6,-1.6,1.6,0.22,0.42,no,0,1,0
15113,0,TSPAN8,mRNA,NW_005054310.1:5160511-5176633,+,-,2,2,1.0,0.2,0.2,0.86,0.93,no,0,0,0
1849,-165,CHSY3,mRNA,NW_005054355.1:2788251-2942338,-,-,1,0,-1.0,0.4,0.4,0.79,NA,no,0,0,0
1457,9,CCDC85C,mRNA,NW_005054303.1:4334497-4445624,-,-,1,2,0.6,-1.4,1.4,0.21,0.40,no,0,1,0
2830,0,DOK7,mRNA,NW_005054372.1:1449050-1504273,+,-,1,0,-1.0,1.1,1.1,0.63,NA,no,0,1,0
4398,0,HCN4,mRNA,NW_005054596.1:390180-480000,+,-,1,2,0.6,-2.0,2.0,0.62,NA,no,0,1,0
5980,3,LOC102034649,mRNA,NW_005054591.1:6651-25434,+,-,2,2,1.0,-0.4,0.4,0.72,0.84,no,0,0,0
8556,-240,LOC115948506,mRNA,NW_005054416.1:2383433-2387835,-,-,1,3,1.0,-1.6,1.6,0.18,0.36,no,0,1,0
6027,0,LOC102035029,mRNA,NW_005054500.1:837949-838602,+,-,1,1,0.0,-0.5,0.5,0.80,NA,no,0,0,0
12519,0,RND2,mRNA,NW_005054559.1:383112-389818,-,-,1,3,1.0,-2.1,2.1,0.14,0.31,no,0,1,0
7467,0,LOC102044383,mRNA,NW_005054308.1:5524287-5530440,-,-,1,1,0.0,-0.1,0.1,0.95,NA,no,0,0,0
13213,-199,SLAIN1,mRNA,NW_005054327.1:3198000-3244486,-,-,1,1,0.0,0.5,0.5,0.74,NA,no,0,0,0
6978,4,LOC102040983,mRNA,NW_005054568.1:206322-224921,-,-,2,1,0.6,1.9,1.9,0.23,NA,no,0,1,0
1032,0,BDH2,mRNA,NW_005054304.1:15387360-15399590,+,-,0,1,-1.0,-1.0,1.0,0.63,NA,no,0,1,0
6981,2,LOC102041000,mRNA,NW_005054315.1:8016873-8017334,+,-,4,0,1.0,3.7,3.7,0.01,NA,no,0,1,0
1896,0,CLDN11,mRNA,NW_005054309.1:8028587-8038684,-,-,0,4,1.0,-3.7,3.7,0.03,NA,no,0,1,0
10553,0,NEXMIF,mRNA,NW_005054500.1:967742-1017488,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
3480,-160,FAM83F,mRNA,NW_005054334.1:4113788-4146717,+,-,0,2,0.0,-3.2,3.2,0.04,NA,no,0,1,0
5847,367,LOC102033882,mRNA,NW_005054314.1:8980370-8991331,+,-,7,1,2.0,2.5,2.5,0.03,0.13,no,0,1,0
11591,-92,PLXNA2,mRNA,NW_005054545.1:412908-550440,-,-,6,4,2.3,0.8,0.8,0.39,0.59,no,0,0,0
1168,82,BTC,mRNA,NW_005054536.1:690158-692108,+,-,1,0,-1.0,1.4,1.4,0.39,NA,no,0,1,0
13761,-269,SPINK4,mRNA,NW_005054379.1:828996-831176,-,-,1,4,1.3,-2.0,2.0,0.03,0.11,no,0,1,0
14093,4,SYT17,mRNA,NW_005054319.1:5081800-5120244,+,-,1,0,-1.0,1.7,1.7,0.29,NA,no,0,1,0
6910,0,LOC102040586,pseudogene,NW_005054772.1:75671-78113,-,-,0,3,0.6,-3.7,3.7,0.01,NA,no,0,1,0
4314,0,GTF2A1L,mRNA,NW_005054405.1:2457933-2468013,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
5494,-106,LOC102031332,mRNA,NW_005054322.1:5867798-5887307,+,-,3,8,2.5,-1.1,1.1,0.18,0.37,no,0,1,0
4016,364,GJC1,mRNA,NW_005054518.1:373820-377707,-,-,0,1,-1.0,-1.7,1.7,0.38,NA,no,0,1,0
4897,0,IRAK1BP1,mRNA,NW_005054328.1:2852669-2864702,+,-,0,2,0.0,-2.6,2.6,0.18,NA,no,0,1,0
5579,0,LOC102032005,mRNA,NW_005054339.1:2082541-2099793,+,-,0,2,0.0,-2.3,2.3,0.15,NA,no,0,1,0
7154,3,LOC102042308,lnc_RNA,NW_005054370.1:3575487-3579017,-,-,0,0,-3.3,0.0,0.0,0.85,NA,no,0,0,0
14702,-178,TNIP3,mRNA,NW_005054435.1:680034-712898,-,-,1,0,-1.0,1.0,1.0,0.41,0.61,no,0,0,0
15072,4,TRPM8,mRNA,NW_005054533.1:35148-93223,-,-,1,0,-1.0,2.4,2.4,0.33,NA,no,0,1,0
2122,157,CP,mRNA,NW_005054309.1:12021505-12038574,+,-,3,3,1.6,0.4,0.4,0.62,0.78,no,0,0,0
13719,44,SPARC,mRNA,NW_005054308.1:6352916-6362831,-,-,2,7,2.2,-1.8,1.8,0.02,0.07,no,0,1,0
7023,0,LOC102041255,mRNA,NW_005055165.1:16985-19104,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
8949,0,LOC115949020,lnc_RNA,NW_005054685.1:85002-85624,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
5229,215,KLF5,mRNA,NW_005054327.1:5007168-5024591,-,-,1,0,-1.0,1.7,1.7,0.25,NA,no,0,1,0
10313,-213,MYMK,mRNA,NW_005054329.1:3646341-3654382,+,-,1,0,-1.0,1.3,1.3,0.41,NA,no,0,1,0
9441,0,LRATD1,mRNA,NW_005054318.1:4511182-4519163,-,-,1,0,-1.0,1.0,1.0,0.52,NA,no,0,1,0
7881,0,LOC106632243,mRNA,NW_005054308.1:7040509-7050873,-,-,0,4,1.0,-2.7,2.7,0.11,0.26,no,0,1,0
12017,-89,PTPDC1,mRNA,NW_005054509.1:722108-740558,+,-,1,2,0.6,-0.7,0.7,0.47,0.66,no,0,0,0
13884,0,ST6GALNAC5,mRNA,NW_005054347.1:1178867-1292367,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
1427,-361,CCDC3,mRNA,NW_005054409.1:659736-694685,-,-,2,2,1.0,-0.3,0.3,0.85,0.92,no,0,0,0
8437,0,LOC115948363,lnc_RNA,NW_005054383.1:505918-506600,+,-,0,3,0.6,-2.9,2.9,0.09,NA,no,0,1,0
2883,0,DSCAM,mRNA,NW_005054656.1:11077-130618,+,-,0,2,0.0,-1.8,1.8,0.40,NA,no,0,1,0
12439,-81,RGS7BP,mRNA,NW_005054537.1:717535-751497,-,-,2,2,1.0,0.4,0.4,0.63,0.79,no,0,0,0
4268,3,GRK1,mRNA,NW_005054831.1:21878-26239,+,-,2,0,0.0,2.1,2.1,0.19,0.37,no,0,1,0
8557,-13,LOC115948507,lnc_RNA,NW_005054416.1:1008076-1011240,-,-,3,1,1.0,1.4,1.4,0.17,0.35,no,0,1,0
6637,0,LOC102038972,mRNA,NW_005054444.1:817736-843040,+,-,0,2,0.0,-3.4,3.4,0.34,NA,no,0,1,0
7292,0,LOC102043226,mRNA,NW_005054312.1:9901311-9956521,+,-,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
1315,0,CAPSL,mRNA,NW_005054401.1:467170-476059,-,-,1,1,0.0,1.1,1.1,0.46,NA,no,0,1,0
11080,0,PAPOLG,mRNA,NW_005054341.1:2337793-2411921,-,-,0,1,-1.0,-1.9,1.9,0.22,NA,no,0,1,0
5160,0,KIAA1210,mRNA,NW_005054314.1:1203160-1241507,-,-,1,0,-1.0,2.7,2.7,0.09,NA,no,0,1,0
7144,-116,LOC102042224,lnc_RNA,NW_005054303.1:2317104-2474709,+,-,4,10,2.8,-1.5,1.5,0.04,0.15,no,1,1,0
11909,0,PRRG1,mRNA,NW_005054374.1:1626873-1655704,+,-,0,1,-1.0,-0.9,0.9,0.71,NA,no,0,0,0
9128,0,LOC115949251,snoRNA,NW_005055240.1:12452-12532,-,+,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
9037,0,LOC115949151,snRNA,NW_005054817.1:394-557,-,-,1,2,0.6,-0.8,0.8,0.57,NA,no,0,0,0
6521,-356,LOC102038257,mRNA,NW_005054559.1:96853-97803,+,-,1,3,1.0,-2.1,2.1,0.09,0.23,no,0,1,0
15924,-36,ZNF385B,mRNA,NW_005054298.1:21465020-21615814,-,-,8,8,3.0,0.1,0.1,0.93,0.97,no,0,0,0
2328,4,CUNH11orf87,mRNA,NW_005054302.1:4592452-4598284,-,-,3,1,1.0,1.6,1.6,0.24,0.44,no,0,1,0
4577,2,HOXD9,mRNA,NW_005054298.1:20173481-20176085,+,-,0,0,-3.3,0.0,0.0,0.89,NA,no,0,0,0
7466,4,LOC102044382,mRNA,NW_005054306.1:11185248-11227820,-,-,2,0,0.0,3.1,3.1,0.07,NA,no,0,1,0
4663,0,HTRA3,mRNA,NW_005054372.1:2514698-2541051,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
7545,0,LOC102044817,mRNA,NW_005054419.1:2378277-2508857,+,-,0,2,0.0,-3.1,3.1,0.15,NA,no,0,1,0
13502,0,SLIT3,mRNA,NW_005054386.1:1195603-1679457,+,-,0,1,-1.0,-1.7,1.7,0.46,NA,no,0,1,0
13011,0,SEPTIN4,mRNA,NW_005054381.1:2633914-2640077,-,-,0,1,-1.0,-1.8,1.8,0.16,NA,no,0,1,0
14791,0,TRABD2B,mRNA,NW_005054347.1:4606123-4872256,-,-,0,1,-1.0,-1.6,1.6,0.48,NA,no,0,1,0
12748,165,RSPH3,mRNA,NW_005054316.1:5900516-5908129,-,-,1,1,0.0,-0.7,0.7,0.60,0.76,no,0,0,0
1037,0,BEAN1,mRNA,NW_005054445.1:1279645-1335431,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
8301,0,LOC115948183,snoRNA,NW_005054356.1:4349411-4349501,-,-,0,3,0.6,-2.4,2.4,0.28,NA,no,0,1,0
8028,0,LOC115947826,mRNA,NW_005054320.1:1034482-1040497,+,-,1,1,0.0,-0.3,0.3,0.91,NA,no,0,0,0
14464,0,TMC1,mRNA,NW_005054352.1:4306286-4370837,-,-,0,0,-3.3,0.0,0.0,0.84,NA,no,0,0,0
4009,-352,GJA4,mRNA,NW_005054478.1:599080-600528,-,-,2,1,0.6,0.7,0.7,0.69,NA,no,0,0,0
734,77,ARR3,mRNA,NW_005054349.1:5252595-5258678,-,-,2,4,1.6,-1.1,1.1,0.29,0.50,no,0,1,0
4798,89,IL6,mRNA,NW_005054333.1:5231892-5235442,-,-,2,2,1.0,0.5,0.5,0.64,0.79,no,0,0,0
15099,193,TSPAN10,mRNA,NW_005054646.1:273834-274765,-,-,2,4,1.6,-1.0,1.0,0.28,0.48,no,0,0,0
4251,-7,GRIA4,mRNA,NW_005054302.1:5842960-6059850,-,-,18,9,3.8,1.1,1.1,0.11,0.27,no,1,1,0
8187,0,LOC115948025,lnc_RNA,NW_005054341.1:3420-12962,-,-,0,1,-1.0,-1.0,1.0,0.60,NA,no,0,0,0
8400,0,LOC115948314,lnc_RNA,NW_005054373.1:2386996-2387648,+,-,1,2,0.6,-1.6,1.6,0.28,NA,no,0,1,0
5513,-349,LOC102031507,mRNA,NW_005054388.1:704593-751369,+,-,0,1,-1.0,-2.2,2.2,0.25,NA,no,0,1,0
3194,-349,EPB41L1,mRNA,NW_005054481.1:162820-189495,+,-,1,4,1.3,-3.1,3.1,0.01,0.06,no,0,1,0
13300,349,SLC25A30,mRNA,NW_005054322.1:3171842-3181837,+,-,2,1,0.6,0.4,0.4,0.73,0.85,no,0,0,0
77,5,ABLIM2,mRNA,NW_005054372.1:2636537-2743255,+,-,8,22,3.9,-1.6,1.6,0.21,0.41,no,1,1,0
2125,1,CPB1,mRNA,NW_005054465.1:1096137-1114104,+,-,0,2,0.0,-2.4,2.4,0.26,NA,no,0,1,0
7526,0,LOC102044702,mRNA,NW_005054448.1:1463416-1465212,-,-,0,3,0.6,-3.5,3.5,0.06,NA,no,0,1,0
6329,72,LOC102036963,mRNA,NW_005056195.1:805-3868,-,-,5,2,1.8,1.1,1.1,0.22,0.41,no,0,1,0
1477,0,CCNA1,mRNA,NW_005054412.1:28279-36187,-,-,0,0,-3.3,0.0,0.0,0.90,NA,no,0,0,0
12933,223,SDK1,mRNA,NW_005054319.1:789037-1176852,-,-,1,2,0.6,-0.9,0.9,0.50,0.69,no,0,0,0
1974,131,CNGA2,mRNA,NW_005054314.1:8380106-8387188,+,-,4,10,2.8,-1.4,1.4,0.25,0.45,no,1,1,0
5982,0,LOC102034653,mRNA,NW_005054763.1:78642-83242,-,-,1,0,-1.0,2.2,2.2,0.21,NA,no,0,1,0
10258,0,MUC13,mRNA,NW_005054298.1:7947655-7970675,+,-,1,3,1.0,-1.3,1.3,0.24,0.44,no,0,1,0
3207,0,EPHA3,mRNA,NW_005054338.1:562904-748633,+,-,0,0,-3.3,0.0,0.0,0.92,NA,no,0,0,0
6163,0,LOC102036002,mRNA,NW_005054860.1:15682-53772,-,-,0,0,-3.3,0.0,0.0,0.84,NA,no,0,0,0
3832,0,GABRA4,mRNA,NW_005054297.1:11993420-12020741,-,-,1,5,1.6,-2.1,2.1,0.06,0.18,no,0,1,0
7609,0,LOC102045132,lnc_RNA,NW_005054337.1:5326377-5331751,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
7839,0,LOC106632182,mRNA,NW_005056581.1:369-3253,-,-,0,2,0.0,-3.4,3.4,0.04,NA,no,0,1,0
12424,0,RGS12,mRNA,NW_005054372.1:1310287-1389667,+,-,1,0,-1.0,0.8,0.8,0.54,NA,no,0,0,0
6013,0,LOC102034960,mRNA,NW_005054381.1:12268-30194,-,-,0,0,-3.3,0.0,0.0,0.72,NA,no,0,0,0
3476,102,FAM83A,mRNA,NW_005054321.1:5063593-5074388,+,-,1,2,0.6,-1.0,1.0,0.42,NA,no,0,1,0
5384,112,LDB3,mRNA,NW_005054300.1:18756696-18864147,-,-,3,2,1.3,0.7,0.7,0.45,0.64,no,0,0,0
8866,1,LOC115948890,mRNA,NW_005054596.1:490397-493545,+,-,3,4,1.8,-0.1,0.1,0.93,0.97,no,0,0,0
6427,0,LOC102037655,mRNA,NW_005054314.1:192768-196908,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
12879,3,SCEL,mRNA,NW_005054327.1:3258707-3327650,-,-,2,0,0.0,2.2,2.2,0.12,NA,no,0,1,0
6389,-228,LOC102037399,mRNA,NW_005054446.1:955237-965130,-,-,1,1,0.0,-0.1,0.1,0.91,0.95,no,0,0,0
9309,-343,LOC115949446,snoRNA,NW_005061490.1:884-963,-,-,0,2,0.0,-3.1,3.1,0.04,NA,no,0,1,0
1629,0,CDKL5,mRNA,NW_005054403.1:743381-825597,-,-,1,1,0.0,-0.3,0.3,0.84,NA,no,0,0,0
8240,-124,LOC115948114,snRNA,NW_005054347.1:2915864-2915978,-,-,0,0,-3.3,0.0,0.0,0.61,NA,no,0,0,0
13890,3,ST8SIA3,mRNA,NW_005054590.1:218645-225366,+,-,1,1,0.0,1.0,1.0,0.51,NA,no,0,1,0
13882,0,ST6GALNAC3,mRNA,NW_005054347.1:1299228-1512774,-,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
7415,0,LOC102044095,mRNA,NW_005054570.1:272846-279569,+,-,0,1,-1.0,-2.3,2.3,0.17,NA,no,0,1,0
11052,-341,PAFAH2,mRNA,NW_005054436.1:710803-716363,+,-,1,1,0.0,-0.1,0.1,0.96,NA,no,0,0,0
7673,0,LOC102045551,mRNA,NW_005054302.1:7060594-7071162,+,-,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
5773,3,LOC102033360,mRNA,NW_005054717.1:65894-79273,-,-,1,1,0.0,0.2,0.2,0.91,NA,no,0,0,0
